,,Label,Tweet
7.85631E+17,????,negative,???? ???????? ???????? ?????? ?? ??? ???? ??????????? ????????? ?????? ?? ??? ???????? ??? ??????????????? ??? ????? ??? ???????
7.85974E+17,????,negative,????? ????? ??????? ? 15 ????: ??? ?????? ??????? ?? ???? https://t.co/oLvjUpK7ut
7.85974E+17,????,negative,????? ???? ?? ??? ????? ??? ???? ?? ??? ?? ??????? ?? ????? ????? ???? ???? ??? ??? ?? ????? ???? ?? ???? ????? ????? ??????? ???? ???
7.85974E+17,????,positive,???? ?? ????? ???? ????? ??? ??? ??? ?? ????? ?? ????.
7.85974E+17,????,negative,RT @alir20091: #???????_??????_???_???_??? ???? ???? ????? ????? ???? ????
7.85974E+17,????,negative,#???_??_???????? ???? ???? ?? ???? ?? ????? ?? ????? ???? ???? ?????????? ??? ?? ?? ????
7.85975E+17,????,negative,RT @abu_sulttan1: ???? ????? ???????? ????? ????? ????? ???????? ??????? !???? ?????? ???? ???????????? ??? ????  ! ? ?? ?? ?????  #???…
7.85975E+17,????,negative,@aymn_azzam ???? ???? ????? ???? ???? ??? ????? ?????? ???? ??????? ?? ????
7.85975E+17,????,negative,?? ??????? ????? ?? ???? https://t.co/UKOYjB0hpc
7.85975E+17,????,negative,"RT @Guevara198: #?????? ?? ???? ???? ??? ????? ?? ????? ?????? ?? ?? ???? ?????? ??? ??????? ???????? ??????? ???????? ??? ????? ??????????…"
7.85975E+17,????,negative,#???????_??????_???_???_?????? ??? ?????? ????? ?????? ???????? ??????? ??????? ?? ?????? ???????? ???? ??????? ???????? ???? ?????? ????
7.85976E+17,????,negative,RT @MoawadAmal: @AhmedKhatab89 #???_??_????????? ????? ?????? ????? ??????????#?????_????_???#????_??_???? https://t.co/RIKvOk2YZu
7.85976E+17,????,negative,RT @Fat2552: #?????_?????_???_??????'?? ??? ???????? ?????? ???? ???? ??? ????? ?? ????? ????? ????? https://t.co/9tvxvjxsho
7.85976E+17,????,negative,@kdriyadh @nevermind330 ??? ????? ?? ???? ????? ?????? ????? ?? ???????? ????? ????? ???? ??? ????? ???? ??? ???? ????? ???? ???? ?????
7.85976E+17,????,negative,#???_??_???? ?!! ??? ????? ??????? ?? ?????? ???????? ????? ???? ?? ?? ??? ???? ??? ???? ???? ???? ???? ???? !
7.85977E+17,????,negative,#?????? ???? ???? ????? https://t.co/hQk2cFvrGv
7.85977E+17,????,negative,????? ?????? ?????????? ??? ????? ???? ??????? ?????? ???? ???? ?????? ?????? ???? ????
7.85977E+17,????,negative,RT @yaserr6888: #???_??_??????????? ??? ?????? ?? 200 ???????? ?? ???? ??? ??????? ? 15 ???? ??????? ??? ??????? ??? ????? https://t.co/…
7.85977E+17,????,negative,@bu_3umran ???? ???? ???? ?????? ??? ?? ???? ?? ??? ???? ???????? ???? ???? ??? ?? ?????? ??????? ???? ?? ??? ????
7.85978E+17,????,negative,??? ??? ?? ???? ???????? ???? ???? ?? https://t.co/QUEr2QqefS
7.85978E+17,????,negative,RT @caors_1: ??? ?? ??? ?????? ??? ?? ???? ???? ???? ?????? ?? ?? ?????? ???? ????????? ?? ???? ?? ????   #???_??_????
7.85978E+17,????,negative,????? ???? ???? ???? ????? ?? ?????? ?? ???? ?? ?????????? ?????? ??? ?????? ??? ??? ???? ??????????? ??? ?? ?????????? ?????? ?????? ????
7.85978E+17,????,negative,??? ??? ?????? ????? ????? ????? ?????? ?? ?? ? ??? ??????? ????? ???? ?? ?????? ??? ???? ??????? ?? ???? ?????
7.85979E+17,????,negative,#???????_??????_???_???_???????? ?????? ?????? ?????? ???? ??????? ??????? ?????? ??????????? ???? ??? ???? ?????? ?????????? ???? ...
7.8598E+17,????,negative,RT @D_abdulrahman1: ?????? ???? ?????? ???? ????? ???????? ?????? ????? ???????? ?????? ??????? ?? ????? ???? ??? ??? ?? ????? ????? ??????…
7.8598E+17,????,negative,????? ?????? ??? ?????? ?????? ???? ???? ??? ??????? ???? ???? ??????? ???...... ?????? ?????? ???? ???? ???? ?? ???? ??? !!!
7.85981E+17,????,negative,RT @azizmousaa: ????? ??? ?????? ????? ???? ????? ????? ?????????? ???? ???? ???? ?????? _??????? ???????
7.85981E+17,????,negative,RT @azizmousaa: ???? ??? ??? ??? ???? ????? ?????? ?? ?????? ??? ????? ????????? ??????? ??????? ??????? ???????#???? #????_????_??
7.85982E+17,????,negative,?? ?? ???? ??? ??????? ??? ?? ???? ???? ?????? ?? ?????? ?????? ?? ?????? ???? ??? ????? ????????? ????? ???? ????? ????
7.85982E+17,????,negative,RT @The_Deep_State: ????? ??? ???? ?????? ? ??????? ????????? ? ????? ?? ?????? ?? ???? ??? ???????? ?????? ? ??????? ?? ??????? ??? http…
7.85982E+17,????,positive,??? ??????? ??? ??????? ?? ???? ??? ??? ????? ???? ?? ???? ??? ??? ???? ??? ????? #???_??_????
7.85983E+17,????,negative,#??? | ????: ???? ???? ???? ??????? ???? ????: ???? ???????? ?? ???? ???? https://t.co/frF0c8Sdz8
7.85983E+17,????,negative,??? ???? ??? ???? ??? ?? ?????? ?????? ???? ???? ??? ????? ??????.?????? https://t.co/cA31q6HH0f
7.85984E+17,????,negative,???? ????  ?????? ?????? ????? ???  #???_??_????
7.85984E+17,????,negative,#????_???? ?????? ?? ???? 3 ????? ???? : ?? ?????? ??? ?? ???? ? :D :Dhttps://t.co/l6w3xrYlJC https://t.co/gd4QHi7kX6
7.85984E+17,????,negative,RT @eljazirah: ????? ????????? ??????: ??????? ???? ???? ?? ????https://t.co/tQEInz9JoD
7.85985E+17,????,positive,@ahmed_Nagy33 ???? ?? ????
7.85985E+17,????,negative,RT @d_k2016: ????? ?????? ??? ?????? #????????????? ?????? ??????? #????????? ?????? ?? ???? ???? ???? ??? ???? #???????_??????_???_???_…
7.85985E+17,????,negative,RT @Hor_2w: ???? ???? ??? ?????? ??? ??? ???? ??????? ????? ????? ?? ????  #???????_??????_???_???_???
7.85987E+17,????,negative,?? ??? ??????????? ?????? ??? ????? ??? ????? ??? ????? ??? ???? ?????? ???? ??????? ??????????????#????#???????_??????_???_???_???
7.85987E+17,????,negative,RT @smwj79: ?? ???? ??? ????? ??????? #?????_?????_???_??????
7.85987E+17,????,negative,?????? ???? ????? ..... ???? ??? ????? ??? ????? ??? ???? ??????? ... ??? ?? ???? https://t.co/nB1Fx72hEE
7.85987E+17,????,negative,RT @bassant_emam: #???_??_??????? ????....??? ????? ???? ??????? ????? ????? ???? ??????????????????? https://t.co/quj9sisBfs
7.85988E+17,????,negative,RT @mujtahedalsiasi: ?? ???? ??? ???? ??? ?????? ????? ???? ??? ?????? ???? ???? ?????? ????????? ???????? ?????? ??? ???? ?????? ????? ??…
7.85988E+17,????,negative,RT @MagdyMa35145454: ??? ??? ???? ?????????????? ?????? ???? ?????? ?? ???????? ??????????? https://t.co/855VVTA0DD
7.85988E+17,????,negative,RT @mujtahedalsiasi: ?? ???? ??? ???? ?? ????? ???? ?? ??? ???? ????? ????? ?? ???? ??? ?? ?? ?????? ?????? ??????? ?????? ?????? ?? ???? ?…
7.85989E+17,????,negative,#???_??_???? ?? ???? .. ???? ?? ????? ?????? ... ????????????????
7.8599E+17,????,negative,RT @Irourowansami: ???? ??? ???? ??? ??? ???? ???? ?? ??????? ?14 ????????
7.85991E+17,????,negative,?????? ????? #???_??_???? ?? #???? ?????? ??? ??? ?? ?? ???? ????? ?? ??? ??????? ???? ?? ???? ????? ??? ???? ???? ?? ???? ??? ?? ???? ???
7.85991E+17,????,negative,= ?????? ???????? ?? ????? 2012= ????? ??? ???? ???? ???? ??????? ????? ???????? ?????????= ?? ????? ????? ??... https://t.co/ZB1AvtriDt
7.85991E+17,????,negative,@AjelNews24 @slateno2002 ?????????????' ???? ?? ????
7.85992E+17,????,negative,???? ?? ????? ???? ????? ?????? ?? ??? ????? ?? https://t.co/HwEo7sOGxJ
7.85993E+17,????,negative,RT @Jx08M0LKoMk2vMq: @sadbird1965 ???? ???? ???? ???? ..???? ??????..????? ??? ???????.. ???????? ? ????????...
7.85993E+17,????,negative,????? ????? ???? ? ???? ???? ....  ???? ???????? ??  ??? ??????  ... https://t.co/IdJ1CMINS6
7.85993E+17,????,negative,@hassanalabdle1 ???? ?????? ???? ???? ????? ??????? ????? ???? ????? ??????
7.80321E+17,?????,positive,"@arwa99000 ????? ??? ?? ???? ????  ???? "" ???? ????? ??????? ??? ????? ?????? ???? ?????"""
7.80327E+17,?????,positive,RT @Y_FA84: @JudiciousArab @aleqtisadiah ???????? ??? ?????!???? ???? ????? ????? ????????????? ????? ?????? ????? ??? ?????? ??????? ??…
7.80633E+17,?????,positive,????? ??? ????? ?????? ???? ????? #???????? ?????? https://t.co/vYU47n9V1P https://t.co/D0XFp3J9m2
7.80714E+17,?????,positive,@afra76 ?????? ?? ????? ????? ?????? ???????
7.80772E+17,?????,positive,????? ???? ?????? ??????? ????? ??????? ????? ??????? ????? ??????? ??? ???? ??? ???????? ????? ????? ??? 28 ??????… https://t.co/YqY29ZnThK
7.80803E+17,?????,positive,"???? ???? ???? ?????? ??? ??????? ?? ?????? ?? ?????? ???? ????? https://t.co/zhEpy982qE"
7.8095E+17,?????,positive,???? ?????? ?? ????? https://t.co/mqSal8iYXc https://t.co/Gs35i61eRQ
7.81136E+17,?????,positive,@ovvvvovvv @ro7y_Qatar ?????? ??? ?? ???? ????? ????? .. ?????? ????? ?????? ??? ?????? ?? ???? ??? ..?????? ??? ????? ??? ????? ??
7.81153E+17,?????,positive,"????? ????"" 2017 ??? ?????????? ?????? ??? ??? https://t.co/CONfhPuUNg"""
7.81382E+17,?????,positive,??? ????? ?????? ?????? ????? ????? 2017 https://t.co/h8uFQi3gOo https://t.co/zonQi8dmV5
7.814E+17,?????,positive,?????? ????? ??????? ?? ?????? ????? ?????/???? 2016 https://t.co/2MG7282hjh https://t.co/9p5a6bIAk7
7.81731E+17,?????,positive,"RT @wufan_styleee: 160930 ???? ?? The Amazing Idol????? ???? ?????? ?? ????? ?? ???????? ????????????? ?? ?????? ???????? ??????? ?? ?????…"
7.81828E+17,?????,positive,????? ????? ?????? ???  ???????? https://t.co/PPbGl9BVgF
7.81989E+17,?????,positive,???? ???? ????? ?????? ????? ??? ???? ?????? ??????? ????? ??
7.8203E+17,?????,positive,"@F__y1 ???? ??????? ???? ????? ?????? ???  ???? /???? ???? ?? ?????? ???/????? ????? ????? ??? ? ?????? ???? ?? ???? ???? ?????????"
7.82066E+17,?????,positive,???? ?????  ????? ????? ?? 3 ????? ? 3 ??? ?? ???? ???? ??????? ????? 260????. https://t.co/dGdWjihX3R
7.82189E+17,?????,positive,@XHananMo ??? ????? ????
7.82301E+17,?????,positive,@Sw6PQNJ1lidhlUR ???????????????? ?? ???? ????? ?????
7.82526E+17,?????,positive,RT @SouqKSA: #???_?? ???? ?? 1000 ??? ??? ???????? ????? ???? ???? ?????? ?? 193 ???????? --> https://t.co/FuZdDXvpVX https://t.co/47oUzZ…
7.82587E+17,?????,positive,???? ??????? ?????? #????? #????? ????? ???? ???? 2016 / 2017???? #?????https://t.co/rnIJwyeuX4#???_??????_?… https://t.co/KjOQDBF6oJ
7.82606E+17,?????,positive,??? ????? ?????? ????? ????? ????? 2017 https://t.co/qj3ypzjeXY https://t.co/2sw8IlYMau
7.82633E+17,?????,positive,@12Looshi ?????? ?? ????? ?????
7.8265E+17,?????,positive,@iiSaxed10 ????? ???? ?? ????? ??? ?? ?????? ?????
7.82959E+17,?????,positive,"?????"" ???? ???????? ??????? ?? ??????? ???????? ??????? https://t.co/pqQBeG6ih1#Gucci https://t.co/hEioppZTwL"""
7.83327E+17,?????,positive,RT @talal1922: #????_???_??????_??? ??? ?????
7.83404E+17,?????,positive,RT @d4iyaan: @LIGHTSKINNlGGER @lmaoforza ????? ???? ????? ???? ???? ?????? ???? ??? ?? ????
7.83732E+17,?????,positive,@WIICIl ????? ????? ????? ?????? ??? ??????? ? ??????? ????? ????? ??
7.83757E+17,?????,positive,#????? ????????????:https://t.co/ohL0VT1oEl??? ?? ???????????? ??? ????? ??????? ???????.#??_?????4… https://t.co/oHQ9v9gSzF
7.839E+17,?????,negative,??? ?? ??? ??? ?? ????? ??? ?????? ??? ???? ????? ??? ???? ?????? ???? https://t.co/UmoEQlZrTf
7.8397E+17,?????,positive,RT @SayidatyAzya: #????_??????? ????? ?? ????? #????????? #?????_?????? https://t.co/lmd4nIBNjV#CateBlanchett#GUCCI #SS17 https://t.co/…
7.84009E+17,?????,positive,RT @best_perfume: ??? ????? ????? ????  ??? ???? ??????? ???? ???? ??? ??????? ????????    550277780 (966+) https://t.co/C87dlDXoq7
7.84353E+17,?????,positive,@Roation ????? .. ???? ?????
7.84374E+17,?????,positive,? ???? ????????? .. ?? ???????? ? ??? ?????? ??????? ? ???? ???????•#???? #????? #?????? #??? #????? #?????? #???… https://t.co/MiNw9nYsVe
7.84485E+17,?????,positive,RT @AL_JALAL2000: @yousefalawnah ?? ????? ...??? ???? ?????? ..
7.84499E+17,?????,positive,????? ???? ?????? ????? ?? ??? ????? ????? ???? 2017?????? https://t.co/jn4AahXTrt https://t.co/yvuDG1i6gM
7.84513E+17,?????,positive,RT @yousefalawnah: ???? ??? ????? ??? ??????????? https://t.co/F2mOrNE1Pj
7.84577E+17,?????,positive,@sadona_batoga ????? ?? ??????! ??? ?????? ????
7.84636E+17,?????,positive,"#Echomoda “??? ???????” ??? ?? ????? “?????” 2017: ??? ?? ???? ????? ????? ?????? ???? ... https://t.co/xEozjwxY63 #????? #????"
7.84662E+17,?????,positive,???? ???? ?? ??????? ?? ?? ???? ???? ??? ?? ????? ??????? https://t.co/c3kQqs7MPU
7.84708E+17,?????,negative,???? ? ???? ????? ???? ?????? ???? ???? ?????? ????? ????? ????? ???? ???????? https://t.co/SZf0l4ewvj
7.84771E+17,?????,positive,"??? ?? ???? #?????_?????? ?????? ????? ?????? #CateBlanchett ??????? ????? ??????? ?? #Gucci? ?? ???? ??????????https://t.co/KCuiHd2g9d"
7.84776E+17,?????,positive,???? ??? ???? ???? ?????? ????? ??????
7.84817E+17,?????,positive,RT @MarkaVIP: ???? ?????? ?? ??????? ??????? ????????? ?? ?????????? ????: https://t.co/EXjKjBAzIN#????? #????? #?????? #????? #???? #Mar…
7.84998E+17,?????,positive,“??? ???????” ??? ?? ????? “?????” 2017https://t.co/woklXgiCT2
7.85013E+17,?????,positive,#Echomoda “???????” ??????? ?????? “?????” “??????”: ????? “?????” Gucci ?????? ???????... https://t.co/GP46cMFxv5 #????? #????
7.85014E+17,?????,positive,“???????” ??????? ?????? “?????” “??????” https://t.co/Xhmx9So4jS
7.85167E+17,?????,negative,@ar_stylish ?????? ?????? ?????? ??? ???? ????? ?? ???? ??? ??? ?? ????? ????? ???? ????? ?????
7.85413E+17,?????,positive,"#????? ?????"" ????????? ????? ????? ???? ????? ???????????? ???? ?? #????_??????? ???? ?? #???? https://t.co/bM0GjfImCN"""
7.85568E+17,?????,positive,RT @maryem511: @Q8Pay ??? ???? ??? ?????? ????? ?????? ????? ??? ?? ??? ??????? ??? ??? tester ????? ??? ????? ????? ???? ???? ???? ???????…
7.85714E+17,?????,positive,"??? ????? ?????"" ?????? ????? ??????: ??? ????? ????? ??????? ?????. ??? ?? ???? ?????? ??? ?????? ???? ""???... https://t.co/Hz9BGzJ9tv"""
7.85746E+17,?????,positive,"RT @souq: ???? ????? ?? ??????? ?????? ???? ??????? ?? ???? ?????? ?????? ??? ??????? ???? ????? ????? > https://t.co/P068Fztqvp https://t.…"
7.85752E+17,?????,positive,?????? #Beyonce ?????? ??????? ??????? #????? ?? #Guccihttps://t.co/p5va3FwYZJ#???? #????? #?????#Fashion #Children #Bag
7.85767E+17,?????,positive,???? ???????? ????????.. #???????_????? ????? ?????? ????? ?? #?????https://t.co/AKFAD9IXA9#????? #?????? https://t.co/C0ScnwhN8S
7.85768E+17,?????,positive,"??? ????? ?????"" ?????? ????? ?????? https://t.co/F9PRduoecU https://t.co/eGRH39QeLq"""
7.85945E+17,?????,positive,@hamd2027  ????? ?? ????? ????? ????? ????? ???? ????? ?? ??????  ???? ?? ???? ????? ...
7.85946E+17,?????,positive,???? ??????? ???????? ????? ???? ????? ???? ??? ????????? https://t.co/l61kPhg9Tj
7.84843E+17,????,positive,"RT @AJArabic: ???? #???? ???? ????? ???? ?? ???? ??????? ?????? ???????? ????"" ???? ???? ???????? ?????? ????????? ?? ??????? https://t.co…"""
7.84848E+17,????,positive,‘???? ??? ???’… ?????? ???? ?????? ?????? https://t.co/J0CJOsczah
7.84859E+17,????,positive,?? ??? ??? ????? ???? ???? ????? ? https://t.co/L6IgdaJKom
7.84869E+17,????,positive,@tf_77x ?????? ???? ?????? ????? ??
7.85141E+17,????,positive,??? ?? ????.. ??????? ????? ???? ?? ??????! ???? ?? ????? ?? #???? ????? ??? ??? ?????? ???????https://t.co/HSd5fQABuL#?????#?????????
7.85142E+17,????,positive,"RT @20fourMedia: #???? ????? ???? ??????? ???? ??????? ?????? ?????""https://t.co/QtUma3Pzgh https://t.co/lMqtjEyOPw"""
7.85142E+17,????,positive,"RT @Imlebanonnews: ???? ??  #????"" ?? ?????? ?? ????????? #????????? - https://t.co/pF3MjmWoTn https://t.co/7vAcjGeO2B"""
7.85142E+17,????,positive,RT @nbnlebanon: ???? ?? ???? #???? ???? “?????? #???”https://t.co/CGMzbF0T0E https://t.co/LGQ0loknNb
7.85152E+17,????,positive,"???? ? ?? ?????? ?!: ???? ???? ???? ????? ????? ?? ???????? ??????????? ???????????? ???????? ?? ???? ?? ????... https://t.co/mgbf9XRUPL"
7.85166E+17,????,positive,"??? ????? ?? ???? ???? ?????"" ???? ???? ??? ?? ???? ""????"". ??? ???? ??????? #???? ??"""
7.85167E+17,????,positive,????? ???? ?????? ????? ????? ??? ?????? ?????? ?? ????? ??? ?????? .. ???? ???? ???? https://t.co/wfWFh0jurM
7.8517E+17,????,positive,???? “????”.. ?????? “????” ?????? ????? ??????? https://t.co/isFdThmvo0
7.85178E+17,????,negative,@habebroh4 @NeroSRKgirl  ??????? ???? ???? ?? ????? ?? ??? ????
7.85183E+17,????,positive,RT @kubrick9_: ?????? ??? ???? ??? ??? ???? ???? ??????? ???? ???? https://t.co/OiPLw4h02w
7.852E+17,????,positive,RT @DrOmaralmohamma: ?? ???? ??? ????? ?? ?? ???? ??? ??????? .. ??? ?? ??? ?? ???? ???? ?? ???? ????? #?_???_??????  #????? #???????? #?…
7.85205E+17,????,positive,15 ????? ???? ???? ???? ?????? ??????? ????... #????????? - #????? #??????? https://t.co/v0JeJZIzm4
7.85216E+17,????,positive,@AskAlmadinah ?????? ???? ?????? ??? ??????. ? ?????? ???? ??? ???? ????? ??????
7.85229E+17,????,positive,@ali_hariri_93 ???? ????? ?? ??????
7.85232E+17,????,positive,@SaudOdeh @nasserAlfadhly ?????? ???? ?? ???? ??? ??????
7.85235E+17,????,positive,????? 2020.. ???? ????? ????? ????? ????? ???????: ????? ????:??? ???????? ???? ?????? ??????? ????? ???? ??... https://t.co/rgpbpwz8YR
7.85249E+17,????,positive,?????: ???? ????? ???? ????? ???? ???? ????? ???????? ??????? 100 ????? ??? #????_????https://t.co/WIgvAS3O6J
7.85249E+17,????,positive,RT @AJArabic: ???? ????? ??? ?????? ?????? ??????? ??? ????? ???? https://t.co/Ez5sdhARVx
7.85259E+17,????,positive,RT @ajplusarabi: ???? ?? ???? ????????? ??? ????? ?? ??? ??????? ??????. ??? ????? https://t.co/Hr4nYsg8wF
7.85601E+17,????,positive,RT @Elaph: ????? ???????? ????? ?????? ?????? ???????   #?????_???????? #????  https://t.co/zfBZqiEPkW https://t.co/dR1aX9RtI5
7.85605E+17,????,positive,RT @AlmightyWesker: #????_????_?????_??????? ???? ????? ???? ??????? ????? ?????? ????? ?? ?????????? ???? ?????? ?? ??????? ??? ???? ??…
7.85615E+17,????,negative,??? ???? ???? ???? ???? ???? ???? 112 ??? ????? https://t.co/J0N4K9BTRK
7.85623E+17,????,positive,@Jordanian_AD ?????????? ??? ????? ???? ???? ?????? ???? ???? ?????? ??????
7.85866E+17,????,positive,???? ??? ??? 4K  ?? ?????? ???? ???? ?????https://t.co/9zHTOLtWEn
7.85868E+17,????,positive,#????? #????????? ???? “????” ?????? ????? 15 ????? ????? https://t.co/t94ytBdawj https://t.co/Mfi77LeFWD
7.85876E+17,????,positive,@Froggy090Girl  ???? ??????? ??????? ??? ?????????? ???? ????? ???? ???? ??? ?????? ??? ?????? ?? ???? ????  ????? ?? ?????? ???? ?????
7.85897E+17,????,positive,#????| #???? ???? ??????? ??????? ???? ????? ???????????????? .. https://t.co/j8FIKzXEi5
7.85899E+17,????,positive,???? ???? ??????? ??????? ???? ????? ???????? https://t.co/yurQ0XuB4h https://t.co/OSYsJsYRvB
7.85914E+17,????,positive,@AhmadAlenezi1 @kwetihaa ???? ???? ??? ????? ??? ??????
7.85927E+17,????,positive,@kinda18 ?? ????? ?????? ?? ???? ????? ???? ??????? ????? ?? ??? ????????
7.85932E+17,????,positive,@saz1931 @UAE_Karak ?? ????? ???? ??? ?? ???? ??? ????? ??? ?? ???? ??? ??????? ????? ??? ????? ???????
7.85937E+17,????,positive,@Aflatoniaa ? ?? ???? ??????? ?????? ???? ???? ??? ???? ???? ? ???? ?? ?? ??? ?? ???? ????? ???? ? ???? ???? ?????
7.85938E+17,????,positive,#??? (??????) ????? ???????? ?«????» ?????? «???? ????? ???? ???????» https://t.co/FPfQ2npzNg #?????_?? #alramsnet
7.85959E+17,????,positive,???? ???? ???? 360 ???? ? ??? ?????? ?? ?????? . https://t.co/wKZNXJpqbJ https://t.co/VsgDTx0ArS
7.84466E+17,?????,positive,RT @Sajen21: ???? ?????? ???????? 2012 ???? ?????? ????? ?????2011 ???? ?????? ??? ????? ????2011???? ????? ??????2011 #????_??????_??…
7.84466E+17,?????,positive,@Sajen21 ????? 2011 ???????????
7.84467E+17,?????,positive,???? ??? ????? ??????? ????? 2011 ???? ?????? ??? ????? ??? ???????? ???? ???? ???? : ??? ????? ???? .. ???? ?????? ??? ????
7.84474E+17,?????,positive,"RT @TheEmperor__: ????? × ????? ?? ???????? 2008 #????_??????_???_???????"
7.84476E+17,?????,positive,#????_??????_???_???????#????? ?? #????? 2006 ????? ???? .. ????? ???? ???? ?????? ???? ????? ?? ????????https://t.co/E38kfxU4aO
7.84477E+17,?????,positive,RT @roujrF: #????_??????_???_??????????????? ????? ????
7.84479E+17,?????,positive,????? ?? ?????? ?? ????? ???????? 2012..  #????_??????_???_???????
7.84479E+17,?????,positive,?? ????????? ??? ???? ??? ????? ?????? ???? ???????? ??????? ? ?????? ?????? ????? ?????? ? ???????? ?????????? #????_??????_???_???????
7.8448E+17,?????,positive,???? ?? ????? ?????? .... ????? ???????? ??
7.84481E+17,?????,positive,RT @RF_BT_: @3beer_RMA #????_???_?????_???????? ??? ????? ???????????? ?????? ??????? ?????? ?? ????? ???????????? https://t.co/ZU8jKETxqk
7.84485E+17,?????,positive,RT @RF_BT_: @3beer_RMA #????_???_?????_??????????? ????????????  ??????? ?? ???? ??????????????? https://t.co/PJDE8AWKzl
7.84494E+17,?????,positive,"???? ???? ?? ?????? ?????????????? ????? ???? ??? ?????? ?????"" ????? ????? ?????"""
7.84498E+17,?????,positive,@2213Ali @kayza111 ??? ??? ?????? ?? ????? ?? ???? ??????? ?? ???? ????? ??? ?? ???? ???? ??????? ?????
7.84514E+17,?????,positive,RT @BMA_6: #????_??????_???_???????????? ?? ???????? ?? ????? ????? ???https://t.co/nT6mL7FPaI
7.84519E+17,?????,positive,#????_???_?????_????? ????? ???????? 2012 ????? ?????? ???? ??
7.84522E+17,?????,positive,?????? ???? ????? ?????? ????? ?????? 2007 ???? ??????? ???? ?? ??????????? ????? ????? ?????? ???? ??
7.84529E+17,?????,positive,@2213Ali @kayza111 ????? ??? ??????!!?????? ????? ?????? ??????? ?????
7.84534E+17,?????,positive,????? ????? ?????? ???? #????_??????_???_???????
7.84536E+17,?????,positive,#????_???_?????_????? ????? ?? ??? ??? ????????? ????? ????????.. ?? ???????? ?????? ???? https://t.co/tN7gZkKD2T
7.84569E+17,?????,positive,#????_???_?????_?????                                  ???? ?????? ??? ????????? ????? ????? ???? ???? ???? https://t.co/FTs29W8Y94
7.84572E+17,?????,positive,????? vs ????? ????? 2011????? vs ???? ???????? 2012 #????_??????_???_???????
7.84626E+17,?????,positive,#????_??????_???_??????? ????? ? ????? ???????? 2008 ????? ????????? ???????? 2014 ????? ????????? ???????? 2012 ?????? 2013
7.84631E+17,?????,positive,RT @3beer_RMA: ???????? ??? ??? ???? ???????? ?????? ???:????????????????????????????? ?? ????? ?????? ??? ???? ???? ??????????????…
7.84658E+17,?????,positive,@noonnetta @2213Ali @kayza111 ????? ???!!??? ?? ?????? ?? ??????? ???????? ???? ?? ????? ?????? ??????? ???? ????????? ????
7.84691E+17,?????,positive,?? ????? ?? ??? ??????? ?? https://t.co/hrBeHbkBNu
7.84698E+17,?????,positive,@nike7tennis ?? ?? ?? ???? ??? ????? ????? ??? ??? ?? ?
7.84708E+17,?????,positive,@_NOLE1 ???? ????? ???? ????? ??? ?????
7.84711E+17,?????,positive,"RT @messi10Arabic: ???? ?? ???????? ? ?????? : ???????? ??? ????? ??? ??? ?? ?????? ?????? ? ??? ???? ?? ??? ????? ?????? ?? ????? .."
7.84715E+17,?????,positive,#????_??????_???_??????????? ?????????? ?????? ??????2014???????? ????? ?????2015????? ????? ??????2015????? ?????? ????? ?????2016
7.84719E+17,?????,positive,@_NOLE1???? ????? ?? ????? ???? ???? ????? ?????? ??? ?? ?????? ????? ?? ???? ???? ??? ???? ?????? ????? ?????? ?????? ???? ????? ?????????
7.8472E+17,?????,positive,"??? ????? ??????? ??? ???? ????? ? ??? ??? ??????? ???? ??? ???? ????? ???????#????_???_?????_?????  https://t.co/GKKkSX9Em2"
7.84729E+17,?????,positive,"?????? ???? ?? ????? ??????? ?? ????? ?? ????? ?? ??????? ?? ??????? .. ???? ???? https://t.co/8wjZB5z5iS"
7.8475E+17,?????,positive,"RT @Yasseeeer_H: #????_???_?????_????????? ???? ??? ???? ? ???? ????? ???? ? ?????????? ?????? ???? ??? #?????????? ????? ??? ????? ?…"
7.8475E+17,?????,positive,RT @Mima_RF: #????_???_?????_???????? ????? ????? https://t.co/v9PfDMAZqq
7.84753E+17,?????,positive,RT @SaudFederer: #????_???_?????_????? ????? ????? 2008???????? 2011 https://t.co/tetajVjNZL
7.84754E+17,?????,positive,#????_???_?????_????????????? 2012??????????? ? https://t.co/wcUyd5u2kN
7.84756E+17,?????,positive,@_NOLE1 ??? .. ???? ??????? ????? .. ???? ???? ???? ???? ????? .. ?? ???? ???? ???? ??? ????? ?? ?????? ???? ?? ??? ???? ??????
7.84779E+17,?????,positive,RT @abood_RF_itti: ?????? ???? ?????? ????????? ?????? ????? ????? ? ???? ???????? ???? ???? ????.#????_????? . https://t.co/JcGQp4U6Ki
7.84788E+17,?????,positive,????? ???? ????? ??? ????? ?? ???30 https://t.co/VT6ttDcaSz
7.84811E+17,?????,positive,#????_???_?????_?????????? ?????? ?????? ?????? ??? ???? ??
7.84844E+17,?????,positive,RT @fed89erer: #?????_??????_?????? ?????? ???????? ????? ????? ???? https://t.co/mhpDDe6Smy
7.84846E+17,?????,positive,RT @mstr_federer: @fed89erer ???? ????? ??????? ??? ?????? ??? ??? ????? ? ???? ???? ??? ??????? ??????
7.84877E+17,?????,positive,RT @Shevo_22: ??????? ???? ??????? ????? ?? ??????? ???? ????? ?? ????? ?? ??? ?? ?????? ?? ???? ???? ????? ????? ?????
7.84988E+17,?????,positive,#????_??????_???????#????_?????_?????????? ?????? :?? ???? ?? ????? ????? ??? ????.
