,tweet,sarcasm,sentiment,dialect
8783,انتي ممحونه انتي انتي تنزلي صور ولاد وتقولي هييييح انتي 😂غوتشي غوتشي غوتشي 😁,True,NEG,egypt
8784,عقبالنا,False,POS,egypt
8785,سامي الجميل الحكومه تشبهنا وسننضم المعارضه Lebanon,False,NEG,levant
8786,الفيديو بتاع فورهاند فيدرر الجراند سلام يحببك التنس انت مش بتتفرج بالك اللي بيحبو التنس زيينا,False,POS,egypt
8787,الناءب الراشد ليعذرني الشعب الكويتي فقرار اعتزالي الحياه البرلمانيه قرارا نهاءيا NO PLZZ NO crying so bad,False,NEG,msa
8788,الانتخابات الامريكيه يلتزم اردوغان بما الاتفاق بوتين سحب المسلحين حلب فسيتم دكهم التراب,False,NEG,msa
8789,يجعل التحالف العربي بقياده السعوديه صنعاء كحلب والموصل بقصف شيءوهو قادر ليعرف العرب واليمنيون هدف التحالف اعاده الشرعيه اليمن,False,NEU,msa
8790,فيتو روسي يفشل مشروع القرار الفرنسي بشان سوريه البديل,False,NEU,msa
8791,واتس اب اندرويد يجلب امكانيه الرسم واضافه الرموز التعبيريه الصور والفيديو ريالمدريد برشلونه,False,NEU,msa
8792,استخدام لوحه مفاتيح الكمبيوتر للكتابه هاتف اندرويد,False,NEU,msa
8793,اسالتويتسو ادخل جوالي جوجل واكتب مثلا سيره شخص وعلي ويكيبيديا الحره يحمل ولما اخرج اجده يحمل واسكر جوال يروح تحميل,False,NEG,levant
8794,ماذالوالمدارسمختلطهكل ممنوع مرغوب البدايه اتعودنا هالشي ماكان تصير هالمشاكل كلها,False,NEU,gulf
8795,ريالمدريدكلوبامريكا⏰ 130م💻كمبيوتر,False,NEU,msa
8796,انطلاق حمله التحصين شلل الاطفال 13 محافظه يمنيه,False,NEU,msa
8797,اخبارالاردن ترامب ستولتنبرغ يبحثان مستقبل الناتو,False,NEU,msa
8798,مظهرشاهين ماشوفناش وش مشايخ السلفيين ثورهيناير لانهم مايقدروش يقفوا المنصه,True,NEG,egypt
8799,فالنسيايسحبعليالنصر العبوا جحفلي فاضي وعنده دوري حاولوا تفوزون عشان تنفك العقده,False,NEG,msa
8800,يعني انا والله فكري هنيك وهني اهلك فيك المواقف يللي معني الوطنيه,True,NEG,msa
8801,اسحبوا الوثيقه الدستوريه المشوهه نريد لجنه محايده تضع ميثاق شرف نلتف حوله جميعااولويتنا توحيد الصفوف المزيد الصدام والفوضي,False,NEG,msa
8802,حسبي الله موضفات الضمانالاجتماعي حاءل لااخدمه تواضع وعدم مصداقيه كننا نشحدهم ياويلكم الله عيب وخافوالله,False,NEG,msa
8803,مترجم خطاب قبول بوب ديلان لجاءزه نوبل الادب المنصه,False,NEU,egypt
8804,اخوان باعوعسكر خانو,True,NEG,egypt
8805,قدمت اسره التربيه الاسلاميه محاضره شيقه بمناسبه ذكري المولد النبوي الشريف بعنوان تعلمت الرسول,False,POS,msa
8806,الكرامه بدات بنغازي باغتيال المشاءخ وتبدا طرابلس باغتيال المشاءخ,False,NEG,msa
8807,جماعه جندالاقصي الجهاديه تنضم جبههفتحالشام سوريا,False,NEU,egypt
8808,هيلاري كلنتون لابوج لابو شرفج يالعاهره تعرفين الارهاب والتطرف وداعش منكم عملاءكم ايران والعراق والمجوس لاتستصغرونا عقولنا,True,NEG,gulf
8809,يا استاذ فيصل تتوقع نراك سجون الاسد اجتماع موسكو وطهران وتركيا فتنتك المسلمين تنفعكلاتحسبن الله غافلا,True,NEG,msa
8810,مصر منغيرك حاجه انا غيرها حاجه,False,NEU,egypt
8811,مدونه الملاك التعليميه اداره الملفات والمجلدات ويندوز files and folder,False,NEU,msa
8812,منحبكجشي طنط عبر تضامنو المقاومه الفلسطينيه قلن ازا خلصو صواريخكن خدو حبيبتي صاروخ بس بترخص لعيونكن سوريا سوريه,True,POS,levant
8813,اليمين المتطرف يقر بالهزيمه «مارثون الرءاسه» بالنمسا,False,NEU,msa
8814,عدنلنج قاءد الحزام الامني يزور السجن المركزي ويطلع قضايا المساجينعدن اليمن,False,NEU,msa
8815,ياريت حد يبعت عنوان مقر اذاعه الخوا جات التونسيه الجديده الدواسه محتاجين دواسه وعجله وكلافين مواشي وخرفان حنجوريه وخالد عنده مواهب ترجح كفته الاذاعه ههههههههههههههه مشوها راس القرد,True,NEG,egypt
8816,اسلوب جستن بيبر,False,NEU,msa
8817,اسباب الحراءق عندنا مصر 1 الجرد السنوي 2 الميزانيه 3 عقب سيجاره 4 ماس كهرباءي 5 الجرد السنوي 6الاهمال 7الجرد السنوي 8 9 10 19 99 180 الجرد السنوي,False,NEG,msa
8818,الفندق تواجد قيادات المشترك العاديه لمقابله هيلاري كلنتون لتاخرها مقابله صالح الغاء الموعد المحدد العلني,False,NEU,msa
8819,ابل تنتصر سامسونغ وتربح 120 محكمه الاستءناف الامريكيه بانتصار شركه ابل احدي معاركها,False,NEU,msa
8820,دي مشكله عموما ويندوز 10 كله غيري النسخه وخليها 8 احسن,False,NEU,egypt
8821,انا عندي اموت اني اريح حد مش عايز يريح ساعد نفسك هتلاقيني بساعدك,False,NEU,egypt
8822,امريكا تحارب جيش العراق وروسيا تحارب جيش سوريا يحاربون عملاءاسراءيل لتثبيت حكم اعداء اسراءيل مصر اليمن لبنان,True,NEG,msa
8823,وبنظره عينيه يختصر الكلام الكلام ولنا عوده سورياحلبتباد ستبقيحلب تمردلاجلحلبStandWithAleppo,False,NEG,levant
8824,اردوغان محدثاحيدر العبادي انت لست بمستواي والزم حدك 😂😂😂😂 معاه حق,True,NEG,msa
8825,اليمين المتطرف سيحكم الغرب👆🏼وسيعاني المسلمون هناكلكنه سيءدي تدخل الغرب روسياسلبيه السافل اوباما قتلتنا,True,NEG,egypt
8826,الانفلات الامني الموجود نتيجه لضعف الامن وحده ضعف مءسسات الدوله وتراخيها ادي تمرد سلطتهاالدوله خطر ولابد اعاده السياسه,False,NEG,msa
8827,اعلان 🎊توصيل مشاوير🚗توصيل طلبات المطاعم وجميع المحلات🌭تسعدنا خدمتكم عنيزه😊0531031399☎️عنيزهمشاويرنقلكريماوبرتوصيل,False,NEU,msa
8828,والمصحف مرتضي منصور بيتلكك لميدو زمالك,False,NEG,egypt
8829,تامنن الدهر فانهما زال قدما للرجال يءدبوعواقب الايام غصاتهامضض يذل الاعز الانجب,False,NEG,msa
8830,1 ضياءرشوان اسوا تولي نقابهالصحفيين تامر مبكرا العسكر ومهد الاجواء الاعلاميه الانقلاب وشارك قتل,True,NEG,msa
8831,عدليمنصور مصر اخلصت الحرب والسلام سلام المنتصرين واخلصت للسلام التزم الطرف الاخر,False,NEU,msa
8832,ازمات مصر الحقيقيه تحل بالمتاجره بالدين بالحديث تطبيق الحدود والسياحه الشرعيه ببرامج تشريعيه وتنفيذيه محدده,False,POS,msa
8833,بسمه امل هديه لعوده الحب لحياتنا,False,POS,msa
8834,تدريس البوم بيونسيه الاخير الجامعات الامريكيه ليش ميدرسون البوم كاظم الساهر 🤔 لجامعاتنه,False,NEG,levant
8835,الحين السمج شلون يسولفون داخل الماي,False,NEU,gulf
8836,هالحين قارون مصر وخسف الله وبداره الارض فكيف ظهرت كنوزه الباحه الباحه تابعه لمصر,False,NEG,msa
8837,فرق هيلاري كلنتون وترامب مواقفهما المعاديه للاسلام وللعرب والمسلمينلاتنتظروا سياسه معتدله ومنصفه امري,False,NEG,msa
8838,زوجي حبيبي وامان قلبي اللهم ياخيرالحافظين احفظ لي النعمه 💍,False,POS,msa
8839,بغدادبوست سوريا اليمنميدلايستاي لماذا تمول ايران الميليشيات الوطن العربي,False,NEU,msa
8840,تفو ميت مدريد وهداف الدوري الالماني واسرع مهاجم بالعالم,True,NEG,gulf
8841,ستستمر مكافحه الارهاب بالشعارات والاغاني الوطنيه كفيعبثا واستهانه بارواح الابرياء,True,NEG,msa
8842,تدني الصحف الرسميه والحزبيه والخاصه مرتبه الصحافه الصفراء الباحثه الفضاءح والمزكيه لمشاعر الانتقام والثار,False,NEG,msa
8843,حلب بلد بالشام خرجعن طاعهالعبيديين سنه462 واقام الخطبهللسلطان السلجوقي السني والخليفهالعباسي واقتدت دمشق بعدذلكستبقيحلب,False,NEU,egypt
8844,النفاقالحمساويالكيلبمكيالينوماذا ممكن يسمي السلفيون اعتداءات حماس عليهموبماذا نصف تقوم,False,NEG,msa
8845,انهيار المنظومه الطبيه شرق حلب نتيجه القصف العنيف النظام روسيا واشنطن تحذر,False,NEU,msa
8846,علمونيكيفاحباحذر تعطي يجب حتي لاتتحول انسانيتك واجبات انت مطالب مره ولو حساب صحتك ووقتك وسعادتكوحياتك الخاصه💔,False,NEG,msa
8847,الوزير كيري لاقتصاد لدوله تتقدم نصف شعبها مهمش حينما تشارك المراه مجتمعها اس,False,POS,msa
8848,الاهليضمكدوووريالمحترررفينبورك ملا حياته بعمل الخير لانه ادرك اقصر يضيعها بعمل الشر2n8gh,False,POS,msa
8849,جوالي ايفون ٤والله امنيتي اغيره بتكسبين فيني اجر💔,False,NEU,egypt
8850,🔴اللهم ياكريم انصر اردوغان واجعل تركيا الدوله العثمانيه وحدت الامه الاسلاميه تجمع المسل,False,POS,msa
8851,لازم الكل يشيد ويمجد ممثلتكم والا غبي ريلاكس يسوي عليكم هالزعل والله البعض,True,NEG,msa
8852,دعبد المنعم ابو الفتوح يتحدث ذكرياته لواقعه المشاده الكلاميه بينه الرءيس السادات,False,NEU,msa
8853,الملخص للمناظره الاولي كلنتون ترامب هيلاريكلينتون دونالدترامب المناظره,False,NEU,msa
8854,وقع اردوغان وبوتين اتفاقا بشان اقامه خط انابيب غاز التيار التركي عبر البحر الاسود لنقل الغاز الروسي جنوب شر,False,NEU,msa
8855,ميريام فارس تنشر فيديو لابنها جايدن,False,NEU,msa
8856,ابارك لكم ولنفسي بفوزي بانتخابات المجلس بواشنطن واعدكم بفوزي بالمناظره الثلاثاءالقادم بوجودي المهابيل الثلاثه ساخر سعودي,True,NEG,msa
8857,البوم اياميبيك قناه اليسا اليوتيوب ❤AyamiBikAlbum9thAnniversary,False,NEU,egypt
8858,ترجع بالسلامه يا نجم الموسم ده تقدر تثبت لكل الناس احمد الشيخ مظلوم ومارتن يول معرفش يستفاد نجم بحجمك بالتوفيق,False,NEU,egypt
8859,انت تصحي الصبح فيلا مراسي تطلع الشيشيه وتمسك الايباد وتكتب الطبقه الفقيره بتنهار يا ريس مش لاقيين ناكل واحنا بقي نصدقك عادي خالص,True,NEG,egypt
8860,برلمان الشباب اليمني يدين المجزره السعوديه الصاله الكبري بالعاصمه صنعاء,False,NEU,msa
8861,صوره مرسي المسجد الاقصي اغنيه السيسي التلفزيون الاسراءيلي شتان الفارق,True,NEG,msa
8862,يقف مواجهه الارهاب مصر ارهابي السادهالمحترمون,False,NEG,msa
8863,استثناء فتح الشام الاندماج حيله قذره لافشال الاندماج اللعبه واضحه مكشوفه وهم يريدون شيطنه فتح الشام يسمي المجتمع الدولي,False,NEG,msa
8864,يا طويل العمر ابي جوال HTC X8 لون اسود امازون لاوهل يشتغل بالسعوديه 3G 4G,False,NEU,gulf
8865,شرح تثبيت نظام ويندوز 10 الفورمات نصاءح مهمه التثبيت 2017,False,NEU,egypt
8866,سامح عاشور نقيب المحامين الاخوان المسلمين يسيطرون مفاصل نقابه المحامين وانا شطب المحامين الاخوان لانهم اخوان خليهم بروح امك جنبك الحكومه راضيه عنك دول ارهابيين يابن الوسخه عالصبح ارهابيين لازم تلبس منهم خازوء عشان تعرف انهم ارهابيين,True,NEG,egypt
8867,انا عارفه بوكيمون ايه ده بيدورو 😏دنا بمسح ايدي الكنبه عشان مكسله اقوم اغسلها 😂,True,NEG,egypt
8868,واشنطن تتوعد بمحاسبه 12 ضابطا سوريا رفيعا نفذوا هجمات المدنيين حاله الحجب,False,NEU,msa
8869,لافروف يعلن فشل مبادره حل الازمه حلب ويتوعد رابط بديل,False,NEU,msa
8870,شكرا دونالد ترامب لاجتهادك العالي وهمتك الواضحه لضمان نجاح هيلاريولاداءك التمثيلي العالي يوضحبرنامجك الانتخابي الصعود الاسفل,True,NEG,msa
8871,قليل ننشر لكم فيديو ندوه دعلاء الاسواني ساقيه الصاوي بتاريخ 1462012 ويوضح موقف دالاسواني انتخابات الاعاده الادمن,False,NEU,msa
8872,شركات الاتصالات مدري وش يبون اعلاناتهم لاتكوني بطاطا واختاري نوع الخدمه حاولت اربط الاثنين عجزت الاتصالات اعلانذكي,True,NEG,gulf
8873,تعرف معني اسم الله الصمد الصمد يقصد قضاء الحواءج الصمد يحتاج يحتاجه,False,NEU,msa
8874,اقول الخير والا وقتكم مايسمح 🙂,False,NEU,egypt
8875,امارات البلاهه الاخوانيه الفرحه بالحديث ضعف المعارضه وغياب البديل السياسي يستدعي الخوف لانه يعني انفجارا عشواءيا اخطر,True,NEG,msa
8876,الزمن يعيشون راعي الضمير يقول الصراحهحقيقه معرضالكويتالدوليللكتاب,False,NEG,egypt
8877,عليكم السلام اهلا بحضرتك يرجي عمل محضر بالمطار ارسال رساله mybaggagecom والقسم المختص هيقوم بمساعدتك,False,NEU,egypt
8878,الجيزهحاميهاحرميها حاله استاذ بطب طنطا للتحقيق رايه الفيس بوك قرر الدكتور عبد الحكيم عبد الخالق,True,NEG,egypt
8879,تاكيد المواصفات الرسميه للهاتف نوكيا D1C العامل بنظام اندرويد,False,NEU,msa
8880,ريكي مارتن صام صام افطر بصله,True,NEG,msa
8881,Retweeted منار الرياض النصر العالمي فريق سعودي يلعب مدريد بطوله كاس العالم,False,NEU,msa
8882,امين حلف الاطلسي الضباط الاتراك طلبوا اللجوء بلدان الحلفتركيا الناتو السعوديه جوالمن,False,NEU,msa
8883,بلاد منعوا المساجد الاذان 😦فقامت الكناءس للاذان والصلاه 😊 فلسطين 😍❤💪,False,POS,msa
8884,ضميري الدراسي مسوي MannequinChallenge 🙂,False,NEG,levant
8885,سيصبح حظ مرسي افضل الحكم يكن اهتم بقراءه سيره قاءد جماعته حسن البنا بقدر اهتمامه بقراءه سيره نيلسون مانديلا,False,NEG,egypt
8886,شاهد🔴مقطع خاص نهديه لعشاق الثلوجتابعونا داءما عبر تطبيق طقسالعرب امطار السعوديه,False,NEU,msa
8887,الارجنتين تساوي شيء بدون احسن لاعب المجره ليونيل ميسي,False,NEG,msa
8888,حسبي الله ونعم الوكيل فيك يا سيسي يا كلب عميل الصهاينه ربنا يخلص مصر احتلال العسكري قريب شاء الله,True,NEG,egypt
8889,ليبيا الجيش يسيطر «النيروز» معارك القاعده,False,NEU,msa
8890,سيدرا طفله سوريه عمر التاسعه مربيه لطفلينرابط الموقع الجديد,False,NEU,egypt
8891,تركيا تنفي عقد صفقه سريه روسيا سوريا Lebanon Daily,False,NEU,msa
8892,مبدءي الحياه وش جانا السفر موت فراس ويا ابوه اضحك واضحكي حدش واخد حاجه هنيدي,False,POS,egypt
8893,اسراءيل تطلق اسم بيريز مفاعلها النووي قررت الحكومه الاسراءيليه اطلاق اسم الرءيس الراحل شمعون بيريز,False,NEU,msa
8894,بالفيديو فعلت لميسالحديدي تقلديها وزوجها عمرواديب,False,NEU,msa
8895,ناااااار اللعبه 😍🔥 SuperMarioRun,False,POS,msa
8896,مشهوريستاهلالشهره الساحر السويسري روجير فيدرر 🎾👌,False,POS,egypt
8897,يعني مش عارف بياكلوا الظباط خرا عشان يجي قلب يكهربوا طفل سنه سادسه ابتداءي ايه,False,NEG,egypt
8898,عبد المنعم ابو الفتوح اعداء المصريون الخارج والداخل يدبرون مءامرات لاجهاض ثوره,False,NEG,egypt
8899,انصحك نصيحه لك غرب وقت لماذا تستعمل غوغل وتتحقق الغرب يعزك فصدق حتي المريخ,True,POS,gulf
8900,وزير الخارجيهالفرنسي ايرولت يءكد لحجاب ضروره انفصال المعارضهالسوريه النصره,False,NEU,msa
8901,بييجي الاصدقاء يدورولك ظهورهم الصديق الصيني 😄,False,NEG,msa
8902,قبولالجامعه الدول الاخري الاوليه لابناء الوطن الشي معروف عكس الاوليه للاجنبي ومجانا بدون فلوس ويتم تقديمه المواطن,False,POS,egypt
8903,وزير سابق حكومه الاحتلال مكان النساء البيت وتربيه الابناء والمطبخ الخدمه العسكريه,False,NEG,msa
8904,انك تصاحب باباك ومامتك وتحكيلهم حاجه تخاف منهم لانك واثق انهم هيساعدوك,False,POS,egypt
8905,العنصريه تءمن العربجي مهنه دنيءه عيب ذقنك يا شيخ,True,NEG,egypt
8906,ريكي مارتن اصله سوري 🙊لابقييين لبعض 💕,False,POS,levant
8907,اصدارات دارالصميعيالجامع لاحكام الكفاله والضمانات المذاهب الاربعهابي عمار ياسر الدمياطيمجلدانمتوفر,False,NEU,msa
8908,معرضالكويتالدوليللكتاب مسابقاتصقورالسعد لوعندكمليونريال صوتوا لسعد السبيعي الله يسعدكم 👇🏻,False,NEU,msa
8909,روسياتريداخراج الثوار والسكان بلدهم حلب وارسالهم لادلب لتصفيتهم هناكشرقي حلب سيكون تءام قروزنيصلف بوتن سيجعله منبوذابافعاله العالم,False,NEG,levant
8910,بلحهنيتهسوده لسان دبلوماسيه رساله تل ابيب السيسي شعب اسراءيل معك,True,NEG,egypt
8911,رحم الله جمال البناكان ككثير العلماء اراء صادمه لديه النقاء الكافي لاعلانها والدفاع وتحمل ضريبه الهجوملكن عطاءه اوسع بكثير,False,NEU,msa
8912,ريكي مارتن خطب سوري 😂😂😂يا فرحه امك بيك والله 🙈,True,NEG,egypt
8913,فهههههههههدغشششششششاااااامالببببصمممممانالحفيظerD,False,NEU,msa
8914,عندماا بقربي ااشعر طعم السعادهه ااخبرتك مسبقا الثور ثور ‹› عذرا تحمست ‹›,False,NEG,msa
8915,بانورامااليوم قناه المنار عمليات الجيشالسوري لتحرير حلب وتهويل الدول الغربيه دمشق موسكو عبر,False,NEU,msa
8916,نقول للرءيس التركي اردوغانالزمحدودكالعبادييمثلالعراق,False,NEG,msa
8917,ورغم الكلام اصلا بينقص حاجه زاد ورغم اني جدع وتقيل وعمري اقولها بالساهل منزمانجدا محمدمحسن,False,NEU,egypt
8918,الكرامه تعوض بالاموال ليست سلعه تباع وتشتري والامارات لديها اموال ليست لديها كرامه كالعاهرات تماما,True,NEG,egypt
8919,احداث هامه بفعاليات الثالث مهرجانالقاهرهالسينماءي,False,NEU,egypt
8920,رفض الكونجرس الامريكي باغلبيه ساحقه الاربعاء الفيتو استخدمه الرءيس باراك اوباما تشريع يتيح لاقارب,False,NEU,msa
8921,ميريام فارس تعمدت اخفاء وجه ابنها احدث فيديو,False,NEU,msa
8922,1 ده حلم قديم يبدو اقترب تحققه باذن اللهكان عندي مشروع مسرحيه كام سنه الفنانه سهير البابلي بس مااكتملش للاسفيامسهل,False,NEG,egypt
8923,بيت صغير بكندا مايعرف طريقه حدا 🌼فيروز,False,NEU,msa
8924,مصارعه الثيران الاسبانيه قتل المتعهلو دوله اسلاميهلصورها الاعلام الغربي كدليل وحشيه المسلمين,True,NEG,msa
8925,ﺃﻥ ﺍﻟﺸﻴﻄﺎﻥ ﺍﻟﺮﺟﻴﻢ ﻟﻮ ﻧﻜﺢ ﺃﺑﺎﻟﺴﺔ ﺍﻹﻧﺲ ﻭﺍﻟﺠﻦ ﻓﻠﻦ ﻳﻨﺠﺐ ﺃﻗﺬﺭ ﻭﻻ ﺃﺑﺸﻊ ﻭﻻ ﺃﻧﺠﺲ ﻣﻦ ﺍﻟﻌﺎﺋﻠﺔ ﺍﻟﺴﻌﻮﺩﻳﺔ ﻣﻨﻘﻮﻭﻭﻭﻭﻭﻭﻝ,True,NEG,msa
8926,يسعي بحل اليمن يفضي بتغييرالرءيس اوانهاءالتحالف عدويريدتدميرمابقي اليمن وتثبيت الانقلاب وجعل اليمن فوضي عارمه كيري قابوس,False,NEU,msa
8927,قمه الغطرسه الروسيه سوريا يسلم رقبته للجزار بشار ارهابي لافروف موسكو ستعتبر يرفض الخرو,True,NEG,msa
8928,عادلامام احنا فقدنا فنان كبيرمحمودعبدالعزيز adelemam fansadelemam قروبمحبيالزعيمعادلامام etبالعربي,False,NEU,egypt
8929,مصر التحرير صور ريكي مارتن يخطب رسام سوري جبههشعبمصر,False,NEU,msa
8930,نص اكاونتات هاري بوتر دارولي فولو 😂💗,False,POS,gulf
8931,المصري احسن تزنقه يشتغل اهوالله,False,POS,egypt
8932,القمه روسيا وتركيا اردوغان موقف تركيا سوريا متناغم روسيا مصر رفعت ايدها تبقي خاينهht,True,NEG,msa
8933,نوفاك قبله نادال قبلهم فيدرر الافضل الاطلاق,False,POS,egypt
8934,لاول مره 13 يتواجد روجر فيدرر رافاءيل نادال الاربعه الاواءل التصنيف العالمي للتنس 🎾,False,NEG,msa
8935,حسينيه باقر العلوم اهم اوكار حزبالله افغانستان كابولفيها يتم الشحن الطاءفي المذهبي لتحريض شيعه افغانستان للقتال سوريا حلب,False,NEG,msa
8936,بلومبيرج الامريكيه السعوديه تملك احتياطات نفطيه تكفيها 70 Via,False,POS,msa
8937,اللي بيتولدوا وبيعشوا العواصف 💪 بيخافوش الريح 👌 ✊مشتاقاسمعجملهعادلامامكلمهلحبيبقلبكحباعميولسهيامصرهشوففيكي,False,NEG,egypt
8938,الحياهبرس حماس تنظم تظاهره جباليا تنديدا بقرار الاحتلال منع الاذان,False,NEU,msa
8939,الله يحمي هالعيون 😍🙏💗 nadinenassibnjeim nnn star actress ناديننسيبنجيم,False,POS,levant
8940,انصار الاخوان فرحانين قوي بلبانه احنا نزلنا الشوارع هنربيكو وفاهمين انهم نزلوا وعملوا موقعه جمل جديده وقتلوا الناس هتخلص,True,NEG,egypt
8941,وصل الافلاس بالاخوان حد فبركه تصريحات لسان المفكر الامريكي ناعوم تشومسكي تبرر تخبط قرارات رءيسهم لكنهم اتفضحوا فضيحه المتطاهر,True,NEG,egypt
8942,الرءيس الامريكي اوباما خطاب وداعه للبيت الابيض كلاما خطير,False,NEU,msa
8943,لاحول ولاقوه بالله,False,POS,msa
8944,بروحي فتاهاصابك عشق عبد الرحمن محمد مغرم انا بيك مروان خوري سلم روبي بالي شرين بالعكسرامي عياش,False,NEU,msa
8945,شاهد عاشوراء وصفه سيد الخلق محمد للمسلمينويوم عاشوراء وصفه الخميني الهالكللشيعه,False,NEU,msa
8946,الله معاي ياكوكي ومعاي تعاويذ هاري بوتر السحريه ,True,POS,levant
8947,الامالمثاليه تخفي دمعتها اطفالها حتي يدخل الحزن قلوبهم تظهر ابتسامتها لصغارها قلبها يعتصر الالم قلبها كبير,False,POS,msa
8948,محافظ المنوفيه المرتشي بيستعمل الشفره كلامه يسال الرشوه بتاعته رشا بتسلم,True,NEG,egypt
8949,عجججججججيب هالانسان والله يفهم 😍😍ركزوا كلامه ميسي درر 😍😍❤️❤️,False,POS,gulf
8950,بوابهالوفدشاهد عمرواديب يكشف مفاجاه الشامبو,False,NEU,msa
8951,بتكليف الرءيسالاسد الوزير عزام يقدم التعازي ويشارك مراسم حفل تكريم القاءد الراحل فيديل كاسترو,False,NEU,msa
8952,اخترنا لكم انفصال انجلينا جولي زوجها يسحق الجنس غوغل,False,NEU,msa
8953,اليمنيه صدور قرارات رءيس الجمهوريه بتعيينات عسكريه,False,NEU,msa
8954,امريكا ابادت الهنود الحمر ودمرت السهول الخضر ولوثت السواحل الزرق واحتلت الاراضي الصفر تصدقون تكافح الارهاب,False,NEG,msa
8955,🌍 شبګه اخبار الضاحيه DNN 🌍خريطه الاحياء الشرقيه حلب سيطره الجيشالسوري وحلفاءه,False,NEU,msa
8956,مراسل العربيه اجتماع مغلق لوزراء خارجيه الدول الاسلاميه لبحث البيان الختامي سوريا syria impress me x,False,NEU,msa
8957,الجيشالسوري يسيطر طرق امداد المسلحين القادمه جهه حزرما باتجاه بلده الميدعاني بالغوطه الشرقيه ريف دمشق,False,NEU,msa
8958,يامن تتحدث الاسلام تلقي يخالفك الراي بصندوق قمامه البذاءات كثيرون ممن تشتمهم اسلاما منك لانهم مهذبون,False,NEG,msa
8959,سوريااطفال الحلب ضحایاء القصفحلب الاطفال حقوقالانسان الاممالمتحده,False,NEG,msa
8960,ايمننوروفضيحهاسطنبول الخرفان زعلوا بوتكس وقلبوا عشان سابهم واشتري كلب,True,NEG,egypt
8961,النظام السوري يريد يعترف حدود للبنان يريد يعترف لبنان ولن جزءا سوريا جبرانتويني استقلاليات,True,NEG,msa
8962,وزير خارجيه كندا ونواب اصل لبناني بيت الوسط,False,NEU,msa
8963,فالانتقاص صلاحيات البرلمان المنتخب واعطاء صلاحيات تشريعيه لمجلس استشاري معين امران ينبغي مءمن بالديمقراطيه يرفضهما,False,NEG,msa
8964,ملياراتالعمرهعليهويمصر سقوط بشار الكلب معناه سقوط سيسي,True,NEG,egypt
8965,حد فاكر سانتكاترين الناس اللي ماتت عامل محلل سياسي شعب زياط يومه الحكام,True,NEG,egypt
8966,اديش ناس عالمفرق تنطر ناس وتشتي الدني ويحملو الشمسيه وانا بايام الصحو حدا نطرني فيروز,False,NEU,levant
8967,المقابر تضم رخامها الاحياء وتترك الاموات ويمشون ويجيءون شوارع حياتنا القدر,False,NEG,msa
8968,ههههههههههه مسخره ده ﻻفف بملايه سرير بيتهم ده ولاايه ياليله سوده ايه اللي عامله ده ﻷ وبيضحك,True,NEG,egypt
8969,شجره النجمه الذهبيه ذهبيه نوالالزغبي,False,POS,msa
8970,الحوار المتمدنالملف يرعب ملالي ايران المقاومهالايرانيه الشرقالاوسط 1988Massacre https,False,NEU,msa
8971,السفيرالاحمد يشارك اعمال الجمعيه البرلمانيه الناتو المنعقده مدينه اسطنبول,False,NEU,msa
8972,اخس مشغلين اغنيه جستن بيبر,False,NEG,egypt
8973,😂😂😂😂 ده راي اعظم الممثلين انجبتهم بريطانيا شيء فظيع التقمص والتمثيل,False,POS,egypt
8974,والله الله لاجيبك وجهك انك قلعه وادرين لبنان فلسطين جايبك جايبك بعدها بعلقك ادخل سيم مجمر مكوتك يالكلب,True,NEG,levant
8975,الممثل الامريكي روبرت دي نيرويصف المرشح للراسه دونالد ترامب شخص خنزير وكلب كارثه واريد الكم وجهه ‼️😂htt,True,NEG,msa
8976,اخر خاطر النوم اكبر جريمه حق الثوره وحق مصر نحرم انفسنا الفرصه الحقيقيه دفع شهداء الثوره بارواحهم اجلهاو مازالوا,False,NEG,msa
8977,العصابه الموجوده سجن طره يزال رجالها واموالها خارج السجن وتدير عمليه الانف,False,NEG,msa
8978,اكيد بس مابدنا البلد يتدمر كونه امير داعش الاصيل واكيد يروضهم,False,NEU,levant
8979,بوتين ترامب مختلفان بشان دور كوبا عهد كاستروصحيفهالخليج,False,NEU,msa
8980,قطرالخيريهتزداد معاناه النازحين السوريين بحلول الشتاء يجتمع عليهم البرد والجوعساهم برساله SYAB 92642بقي,False,NEG,gulf
8981,نرفض تقييد حق الاعتصام واعطاء سلطات مطلقه للامن منع التظاهر والمبالغه العقوبات وتوسيع حرم منع التظاهر للقانون بصيغته الراهنه,False,NEU,msa
8982,اعتراف انهرده عالمي وكله حقيقته,False,POS,egypt
8983,🌍 شبګه اخبار الضاحيه DNN 🌍لافروف الولاياتالمتحده والناتو يءججان حده التوتر العلاقات,False,NEU,msa
8984,اهل الكفر والزندقه خندق لقتال المسلمينمسيره البراءه المشركين ادري بوتن مسلم بوتينروحاني,True,NEG,egypt
8985,احنا العرب فينا خير لبعض يعني السعوديه زيها زي المانيا ٣نقاط هيك بنحب المانيا وبنكره السعوديه,False,NEG,msa
8986,ﺑﺘﻔﺮﺡ ﺍﻭﻯ ﻟﻤﺎ ﺗﺒﻘﻰ ﺍﻧﺖ ﺍﻟﺴﺒﺐ ﻓ ﺿﺤﻜﺔ ﺣﺪ ﺍﻧﺖ ﺑﺘﻌﺸﻘﻪ,False,POS,egypt
8987,عاجل القضاء الاداري يقرر الانتخابات البرلمانيه وتحيل القانون المحكمه الدستوريه,False,NEU,egypt
