,Unnamed: 0,tweet,sarcasm,sentiment,dialect,total_pos_count,total_neg_count,total_sentiment_score
11737,11737,فيديو بثه اعلام الاسدقوات الاسد حلب برفقه عناصر جيش الاحتلال الروسيسورياتداعيالامم,False,NEU,msa,2128,1262,1.4729999999999999
11738,11738,الاممالمتحده زياده كبيره استخدام تكتيك عنيف الحكومه السوريه,False,NEU,msa,279,125,1.7520000000000002
11739,11739,وزعلانين رفعنا سعر التذاكر غصب عنك تدفع وانت ساكت عشان تشوف الاتحاد وجمهوره,False,NEG,gulf,1759,1578,3.371
11740,11740,فيدرر نوفاك رولانفيدرر موري ويمبلدون افضلمباراهتنسشاهدتها,False,POS,msa,7,11,-1.069
11741,11741,فيسبوك تحديث بصوره لكوانغسو نارا الكريسماس ️,False,NEU,msa,260,345,-0.6799999999999999
11742,11742,رفع الشعارات السياسيه الحج حرام شرعا وخيانه وطنيه,False,NEG,msa,2430,3804,-0.711
11743,11743,ايران تغيير التركيبه السكانيه بلوشستان احوازنا الاحواز لبنان العراق مصر قط,False,NEU,msa,4407,1991,3.7230000000000003
11744,11744,لماذا نستغرب فعل الجولاني جندالاقصي الم يسبقه اميره القلمون ابو مالك التلي اوي داعش وحماها,False,NEU,msa,14068,10230,2.138
11745,11745,يعني الجراءم سوريا والاخوه مصر يقولون نريد نعرف تريد ايران سوريا واليمن,True,NEG,levant,3744,2114,2.1500000000000004
11746,11746,خبير امني السعوديه نجحت تحجيم الارهاب رغم التحديات,False,NEU,msa,1161,1433,0.18300000000000008
11747,11747,معكم نتلقي استفساراتكم وملاحظاتكم حسابتنا مواقع التواصل الاجتماعي فيسبوك انستقرام تويتر يو,False,NEU,msa,3451,2867,-0.876
11748,11748,الغيت المسيرات للميادين الخطره كالتحرير رمسيس فاذا بهم يقتلون الاطفال بالرصاص الحي عباس العقاد يدهسونهم بالمدرعات,False,NEG,msa,269,111,1.2110000000000003
11749,11749,اغنيه رامي عياش اللي بحكي عيني راسي والله عنك لحظه اتخلي كتير حلوه,False,POS,gulf,4363,2656,0.009000000000000008
11750,11750,جهازي ويندوز فيفا تشتغل فرمت الجهاز معاد اشتغلت العاب الستيم تشتغل فيفا و يشتغلن وش الحل,False,NEU,msa,56489,42349,0.1140000000000001
11751,11751,روسيا فشلت محاولتها الاولي وستفشل مره اخري عملاءهم ديدنهم سل ابن سينا خيانتهم,True,NEG,msa,3487,2017,1.252
11752,11752,متابع للاعظميه نيوز فلسطين الحبيبه تاك الصاحبك عايش فلسطين,False,NEU,msa,1557,998,1.3319999999999999
11753,11753,يضاف اليهم البرادعي ضمير الثوره طبعا,False,NEU,msa,434,853,-1.021
11754,11754,هاجموا الحبيبه مصر بضراوه لانها ايدت المشروع الروسي لمكافحه الارهاب سوريا وصفقوا لقردوغان اعتذر لبوتين واعلن تايي,True,NEG,msa,3660,1941,0.42900000000000016
11755,11755,يقول اتفاقيه الغاز عمل مقاوم للاحتلال كمان,False,NEG,egypt,14351,6982,2.344
11756,11756,الاسلام ونبينا محمدﷺ براء هكذا اعمال اقرب ماتكون للاديان الوثنيه تمت لدين الله بصله,False,NEG,msa,64516,72631,-0.28
11757,11757,قطع اذن مواطن واحراق الكناءس والاعتداء اهالي الشهداء مسموح وعندما يكتب شاب ثوري الحاءط يقدم لمحاكمه عسكريه اين العدل,True,NEG,msa,4265,3673,1.63
11758,11758,«الناتو» مطمءن حيال ترمب واوباما يودع اوروبا بالاتفاق التعاون,False,NEU,msa,16,4,0.419
11759,11759,القصه تنظيم سيء للكبارفقط وضيف شرف يعاني ابرز ملامح مهرجانالقاهرهالسينماءي الدولي ال فيديو,False,NEG,msa,6116,3840,2.949
11760,11760,اجبار ابل التعاون فك شفره اجهزتها,False,NEU,msa,1070,1063,0.5329999999999999
11761,11761,فينا حابب البطل حاجه حبيبته اولاده انما مراته اهو اللي ابدا,False,NEG,msa,663,318,1.954
11762,11762,لايمكن لانسان يقبل وضعه الانقلاب لان الانقلاب يتعامل معارضيه كحشرات يضربهم بالرصاص والغاز والمياه تماما الحشرات,True,NEG,msa,21,26,-0.316
11763,11763,ستبقيحلبستنتصرحلبفدعا ربه اني مغلوب فانتصروالله لتنصرن ولو,False,POS,msa,1055,831,0.473
11764,11764,الاتراك استضافو النازحين السوريين المخيمات والله قصرو رايتهم بيضهشكرا تركيا️تركيا,False,POS,levant,9,18,-0.753
11765,11765,المراه النسبه لي البحر تغرق لكي تفهما اليومالعالميللمراه,False,NEU,msa,35917,34270,0.518
11766,11766,لست قانون التظاهر ولكني تجريم التجمع السلمي السادهالمحترمون,False,NEU,msa,533,293,0.651
11767,11767,فيصل القاسم لماذا يستعرض بوتين اس٣٠٠ و٤٠٠ وباقي اسلحته سوريا ولانري العراق لان تدخلها بسوريا بمواف,False,NEU,msa,825,1083,1.292
11768,11768,عادلامام ربنا يديله الصحه,False,POS,egypt,7,1,1.275
11769,11769,ترقبوا الاثنين ١٠مساء بتوقيت مكه حلقه خاصهعن جدليه الفن والسياسه ببرنامج للقصهبقيه ودور غوار عادلامامحلقه مثيره ونقاش اشد اثاره,False,NEU,msa,136,238,-0.6679999999999999
11770,11770,بشار الاسد يرفع رسوم اقامه الفنانين العرب والاجانب سوريا اخبارسوريا سوريا سوريا اخبارسوريا,False,NEU,msa,902,1316,-0.8969999999999997
11771,11771,جماعه معارضه سوريه تعلن بيعتها لاخري تابعه لتنظيم القاعده,False,NEU,msa,0,0,0.0
11772,11772,تحديث كبير قادم لبرنامج الرسام لنظام ويندوزمقطع لاستعراض التحديث,False,NEU,msa,4569,2983,0.07199999999999995
11773,11773,شيخ ممنوع باكستان يعظ مساجد بريطانيا,False,NEU,msa,2245,1099,2.0540000000000003
11774,11774,تجار الدين قل يستوي يعلمون والذين يعلمون ويل لكل افاك اثيم,False,NEG,msa,635,682,0.6960000000000001
11775,11775,اخبارسوريا ميدانيالجيشالسوري يستهدف تجمعات الارهابيين ومحاور تحركهم بالقرب حارهالبجابجه وشرق,False,NEU,msa,0,0,0.0
11776,11776,مازالت المشكله الداعي وتحت رايه نجتمع اسم التجمع تيار تيار شعبيو يقود يعقل,False,NEU,egypt,6370,3916,0.49499999999999994
11777,11777,اردوغان وعصابته توعدوا وهددوا تسليم غولن سيلقي امريكا ثبورا كدااااب ياخيشه هلفوت,True,NEG,egypt,791,309,6.353999999999999
11778,11778,بوب ديلان يغيب حفل تسلمه جاءزه نوبل للاداب لسنه,False,NEU,msa,538,655,1.323
11779,11779,شاهد امراه فلسطينيه جاءوا جنود الاحتلال لاعتقال ابنها واقتحام منزلها الرد فلسطين الحراءر,False,NEU,msa,708,548,0.216
11780,11780,لبنان وزاره للمراه يتراسها الوزير جان اوغاسبيان,False,NEU,msa,285,118,0.578
11781,11781,نجم الكره العالميه فابريغاس مشغل اغنيه حبك اليسا سنابشات يرقص بناته,False,NEU,msa,1597,1509,-0.9879999999999999
11782,11782,بنكتشف قذاره حماس بوا,True,NEG,egypt,230,409,-1.7959999999999998
11783,11783,المستشاره الالمانيه ميركل بسم الله لحمد لله يمكننا رءيت دور حقيقي لالمانيه الازمه السوريه واعلان مايدور حقيقي المجتمع الدولي,False,NEU,msa,67127,74497,0.7269999999999999
11784,11784,جستن بيبر,False,NEU,egypt,18,8,0.636
11785,11785,انصحك نصيحه لك غرب وقت لماذا تستعمل غوغل وتتحقق الغرب يعزك فصدق حتي المريخ,False,NEU,msa,10380,13435,-0.10799999999999987
11786,11786,ترامب هدد بسجن كلينتون حال رءيسا تقارير خاصه المرشح الجمهوري للرءاسه الاميركيه دونالد,False,NEU,egypt,3167,3475,2.088
11787,11787,اشتباكات الجيشالسوري والمسلحين محور كباني ريف اللاذقيه الشمالي وسط قصف مدفعي وصاروخي يستهدف نقاط انتشار المسلحين المنطقه,False,NEU,msa,1907,789,4.213
11788,11788,هههههههههههههه حلوه يا متعودين ذكرتني كنا برشلونه فعلا مش زي داك بوسطن,True,NEG,msa,96819,50494,2.634
11789,11789,وزيرالخارجيه الروسي لافروفان امريكا طلبت تاجيل المشاورات الجانبين مدينه حلب السوريه لمده يومين السعوديه الخليج العرب,False,NEU,msa,620,332,0.18200000000000002
11790,11790,اومال فين قناه السويس المءتمر الاقتصادي الهري دا قلتلك يا سيسي شغل العلاقات العامه المرهمه مش بياكلوا عيش,True,NEG,egypt,101826,50930,6.469999999999999
11791,11791,الاخير تراه لاعب لاراح جاءحسستوني ميسي رنالدوماطيره للسماء انتمماشفتو خير مره تجيبون مهاجم يسجل,True,NEG,gulf,12673,8448,0.29400000000000004
11792,11792,بيونسيه اناقه مكياجها العيون مجله رنود,False,POS,msa,0,0,0.0
11793,11793,الاهلي يواجه برشلونه والجماهير تزور سراج,False,NEU,msa,41,23,0.449
11794,11794,مناسبه الفوز كاس رءيس الدولهالوصل,False,POS,msa,751,472,0.353
11795,11795,اجريت الانتخابات بنفس القضاه والضباط اشرفوا التزوير بنفس الناءب العام احاله يعترض محاكمه عسكريه النتيجه معروفه,False,NEG,egypt,0,0,0.0
11796,11796,ابل تسوي مءتمر وتهايط والمحبين لمنتجاتهم يغطونها وما ادري ايش وبعد يومين سامسونق تنزل شي افضل بالف مره وارخص,False,NEG,gulf,11980,17571,-2.278
11797,11797,اياكس يسعي لخطف الموهبه المغربيه الاصل مستور معقل ميلان ميلان اياكس,False,NEU,msa,305,511,-1.0900000000000003
11798,11798,النجم ايادنصار يومللستات فيلم مصري ينافس جاءزه,False,NEU,msa,4560,2509,1.21
11799,11799,بموت تعزيز بتس,False,NEG,egypt,41,50,-0.934
11800,11800,اللهم انصر السلفي الوهابي دونالد ترامب الشيعيه الرافضيه هيلاري كلنتون,True,NEU,msa,1919,3452,1.3679999999999999
11801,11801,بشهر كريستيانو يلعب كاس العالم للانديه ابطال القاراتميسي مباراه ناريه عقيل بلغيث ومحمد اماناختلاف,False,NEU,msa,884,588,-0.6990000000000002
11802,11802,جمهوريان مجلس الشيوخ الامريكي يطالبان بتعديل قانون جاستاسبوتنيك الولاياتالمتحده السعوديه,False,NEU,msa,792,414,1.141
11803,11803,قصف مستشفي اطفال حلب عصابه بشار روسيا واثناء تواجد الجزيره يءكد الاممالمتحده مجرمه تدعم الارهاب,False,NEG,egypt,944,837,1.6740000000000002
11804,11804,رفض التلفزيون المصري ظهوري برنامج عمرو خالد حمله التعتيم التشويه مازالت مستمره,True,NEG,msa,3151,2651,-2.222
11805,11805,بالفيديو اهانه جيش قوات نظام الاسد مندوب السعوديه الجامعه العربيه هازءا حلب,True,NEG,msa,1730,989,2.609
11806,11806,العبادي يرسل مرتزقه الحشدالشعبي النجباء وابو الفضل وحزب الله سوريه ليرتكبوا مجازر حلب تسكت,False,NEG,msa,63641,71782,-0.452
11807,11807,ويطعمون الطعام حبه مسكينا ويتيما واسيراانما نطعمكم لوجه الله نريد منكم جزاء شكوراانا نخاف ربنا يوما عبوسا قمطريرا,False,POS,msa,63801,71862,1.3669999999999998
11808,11808,واشنطن تجدد عقوباتها ايران وادانه دوليه لانتهاكها حقوق الاقليات,False,NEU,msa,302,83,1.6400000000000001
11809,11809,موقع كلمتي دفاع شفيق تعد عقبات تمنعه العوده لمصر احمدشفيق,False,NEU,msa,1343,854,1.6340000000000001
11810,11810,المرصدالايرانياقتصاد ايران توفر فرص عمل للوافدين غرار المواطنترجمه خاصه,False,NEU,msa,8726,4273,4.227
11811,11811,لوعطيتك ايفون بدل سامسونجعندما يستفحل الغباء,True,NEG,gulf,1479,1171,-0.08200000000000007
11812,11812,بطل العالم التنس النواحي روجر فيدرر وذا شي متفق ومنتهين منه,False,POS,msa,8821,13576,2.476
11813,11813,اتذكر البرلمان الاسلامي طالب بقتل يتهجمون وزاره الداخليه تدين تدان,False,NEU,msa,1510,1290,0.8870000000000001
11814,11814,شكرا جزيلا الترجمه وتحياتي للاستاذه نادينهو بس اخر فقره اللي قايل المقوله شاعر العاميه ابن عروس عمرو ابن العاص,False,POS,egypt,53974,47580,4.660000000000001
11815,11815,روايه كلالناسكاذبون تاليف البرتومانغويل متوفره للقراءه تطبيق ابجدرابط تحميل وقراءه الروايه حقوق النشر محفوظه المءلف البرتومانغويل,False,NEU,msa,415,264,1.5
11816,11816,دايما تصير معاي خاصه بنزيما مدريد مره اسبه اييب قول ويسكتني,False,NEG,levant,6001,3445,0.26000000000000006
11817,11817,بصراحه انا احب شبكهالمجد بس حظي الردي رافض اشترك,False,POS,gulf,108728,106399,-1.93
11818,11818,شفاهي تتحول اللون ازرق غامق الموت يطل ماسبب ياتري,False,NEG,msa,387,319,-0.244
11819,11819,عزيزي السلفي الراغب قتل نفسك منع رحلات الطيران القادمه ايران بالنسبه لرحلات الطيران الاسراءيلي القادمه الينا ايه,True,NEG,egypt,18137,8803,3.2500000000000004
11820,11820,بالصور استمرار الفعاليات والامسيات بمناسبه ذكري المولد النبوي الشريف,False,NEU,msa,692,1351,0.05700000000000005
11821,11821,تصويت تلتزم الاممالمتحده الظروف الحاليه للطفل اليمني بمبادء وحقوق يومالطفلالعالمي اليومالعالميلحقوقالطفل,False,NEU,msa,226,434,-0.7609999999999999
11822,11822,اصبروا الحين فانز سفنتين يبكون,False,NEU,gulf,22,40,-0.6890000000000001
11823,11823,قررت العاءله الكريمه اني انام جدي الليله بالمدينه الطبيه مش بقوللك المستشفيات صارت بيتي الاولودار ابوي بيتي,False,NEU,levant,35446,21852,-1.6369999999999998
11824,11824,كناءس الناصره ترفع الاذان ردا قانون منعه فيديو الاحتلال فلسطين رفعالاذان,False,NEU,msa,1679,1270,1.06
11825,11825,باقي ١١ وبعدها حتخرج شاء الله شعور لايوصف وربيي,False,POS,msa,73878,80404,-3.1550000000000002
11826,11826,حاجاتبتفرحفيمصر اللمه الحلوه اصحابي,False,POS,egypt,0,0,0.0
11827,11827,اليمنيه فتح يناقش توزيع الاغاثه العاجله وقضايا الصيادين محافظي اقليم تهامه,False,NEU,msa,2208,3041,1.294
11828,11828,حوالي بليون مسلم العالماذا الاسلام فعلا يدعم الارهاب لكنتم كلكم ميتون,False,NEG,msa,1465,1195,0.14400000000000002
11829,11829,اسراءيل تعتقل مقدسيا السعوديه,False,NEU,msa,0,0,0.0
11830,11830,حاجهتستاهلالحمد حاجه حياتنا اكيد,False,POS,egypt,4704,1495,1.035
11831,11831,جمعه مباركه,False,POS,msa,0,0,0.0
11832,11832,مواطنه نهضويه لطيفه رقيقه جميله تتكلم بسلاسه وموضوعيه برنامج سياسه شو,False,POS,msa,2888,3563,-0.633
11833,11833,دوي اطلاق نار محيط قصور الضيافه ريكسوس بالعاصمه طرابلسليبيا المرصد,False,NEU,msa,1111,842,1.382
11834,11834,اشتاق لعذابي معاك️,False,POS,msa,288,4718,-2.904
11835,11835,وزير النفط العراقي يدعو لتعظيم انتاج النفط الخفيف لزياده الايرادات,False,NEU,msa,550,189,1.666
11836,11836,تطمن انت المقصود بكلامي انت الوحيد اللي قلبي يحبه,False,POS,msa,50832,20916,0.15900000000000003
11837,11837,وتربصهم بامناء الشرطه واضح هشتاج المطالبه بنزع سلاح امين الشرطه ازاي شرطي مش معاه سلاح الخونه,True,NEG,egypt,39811,20856,5.525
11838,11838,واضح شباب الاخوان رغم ذكاءهم مغسوله دماغهم تماما ادعوكم قراءه كتاب البشري الاسلامي لتعرفوا انتهازيه قادتكماقرءوا الكتاب لتفهموا,True,NEG,egypt,5118,4254,0.10999999999999997
11839,11839,سوريا مراسل الميادين خروج الحافلات الاحياء الشرقيه لمدينه حلب,False,NEU,msa,642,997,-0.4089999999999999
11840,11840,الانقلاب كشف مءات الحقراء السياسه والاعلام والاقتصاد والفن والرياضه اضاء لغيرهم طريق الحريه شكرا سيف عبد الفتاح,False,POS,msa,3141,2371,1.711
11841,11841,استءناف اتفاق اخلاء الارهابيين احياء حلب الشرقيه الريف الغربي بالتوازي نقل جزء اهالي بلدتي كفريا,False,NEU,msa,1322,985,-0.4929999999999999
11842,11842,الطريق الديمقراطيه يتاكل محاكمات عسكريه تقاعس حمايه التظاهر السلمي رفض الرقابه الدوليه للانتخابات حسم حق المغتربين التصويت,False,NEG,egypt,5396,5071,2.108
11843,11843,خطب مفتي بشار بغدادمفتي الاسد يخطب بغداد ومشايخ السنه يرفضون لقاءه,False,NEG,msa,359,188,1.947
11844,11844,بالصور علبه مكياج هاري بوتر تثير هوس مستخدمي الانترنت,False,NEU,msa,133,261,0.09999999999999998
11845,11845,انا مبحبش الناس الاوفر انا مبحبش الناس عموما اعترافاتليليه,False,NEG,egypt,125614,110114,1.3539999999999999
11846,11846,مطلوبين دوليا اليس الاولي بشار الاسد المطلوب رقم المجتمع الدولي عادل بالاساس,False,NEG,levant,2362,1470,1.6880000000000002
11847,11847,اردوغان سياسي محنك سيسي مصر بيقدر يعمل اللي عايزه وبيلعبها صح,False,POS,egypt,7792,3993,7.249
11848,11848,نتاءج الانتخابات بثت الرعب بقلوب الليبراليين افاد استفتاء ايطاليا اليمين المتطرف البلاد فعلا,False,NEU,msa,474,327,2.135
11849,11849,احمد الشيخ احسن لاعب الدوري المصري احسن كوره لحد دلوقتي,False,POS,egypt,16023,9244,2.543
11850,11850,يفهم هءلاء بنغازي تركعوان اصرار رجالها يزداد وعزاءمهم تنطفء جذوتها ابداومهما خسرنا لاشء التضحيات,False,POS,msa,61,80,-0.9009999999999999
11851,11851,صح خبر مبادره قيادات الجيش بالاعتذار لمرسي واعاده هيكله الجيش ومحاكمه الانقلابيين والقتله سيكون افضل حل للازمه وانقاذ لمصر الخراب,False,POS,msa,11798,8387,0.83
11852,11852,يحسابوها نهدرز عادي,False,NEU,gulf,4988,3658,0.19899999999999998
11853,11853,الحماره امك فطيمالنعاشه وانت ولدها فكرت تصير ولد حلال اطلب فيفيعبدهالامالمثاليه تتبناك هههههههه,True,NEG,gulf,4130,2581,3.48
11854,11854,محاكمه المتورطين وذلك بشرط الحكومه واجهزتها لديها المصداقيه وليست صاحبه سوابق التزوير والتدليس والصاق,True,NEG,egypt,0,0,0.0
11855,11855,سبحانك يالله ساعه المطر تستجيب لدعواتنا عادل,False,POS,msa,986,2356,-0.4829999999999999
11856,11856,نوع الحشيش موجود مبارك تاني الايام دي النظام زي حاجه مدمن حشيش قالهالي امبارح مصر عبث,False,NEG,egypt,37926,19060,5.379
11857,11857,عطناتغريدهمهايطيه ميريام فارس درست معاها الضيعه بيروتالله ياهي ايااام جاسم كنا نكتب جدار المدرسه افكار ميريام والشر ينام,False,POS,levant,431,605,-4.1049999999999995
11858,11858,حجب حجب الخطاب ماشاالله ديمقراطي درجه اولي وبعدين اولها قمع اخرتها شنو يا حلوين اوردغان,False,NEG,msa,56029,28923,4.859
11859,11859,للمعلم كتاب موجز وممتع التعليم الالكتروني معرضالكتاب معرضالرياضللكتاب,False,POS,msa,2459,2363,1.642
11860,11860,الرجيم القاسي اسباب تسارع تساقط الشعر وذلك الحرمان فيتامينات وبروتينات ومعادن مهمه لصحه الشعر ريالمدريد,False,NEU,msa,26,69,-1.89
11861,11861,«كيري» يخالف القوانين المغربيه اثناء زيارته مراكشفي حاله الحجب,False,NEU,msa,97,89,-0.026000000000000002
11862,11862,انثر عبيرك الاجواء واجعله مصدر جاذبيتك عطور غوتشي دولتشي اند غابانا غيس بلغري واكثر,False,NEU,msa,596,308,0.6609999999999999
11863,11863,اظلم ممن افتريٰ الله الكذب يدعيٰ الاسلام ۚ والله يهدي القو,False,NEU,msa,63673,71825,-1.196
11864,11864,عجب عجاب جد الشخص مهووس بشي لدرجه تحسو مرض يصير يربط الاشياء حوله موضوع هوسه اتقي الله نفسك اختاه,False,NEG,msa,77301,82921,1.076
11865,11865,استمرار تخاذل المجتمع الدولي بعدم رفع الحظر الجوي مطار صنعاء يضاعف اعداد الوفيات لجرحي مجزرهالقاعهالكبريالحظرالجويجريمهحرب,False,NEG,msa,1341,1097,0.02300000000000002
11866,11866,للشموخ عنوان السادات,False,POS,msa,338,145,0.731
11867,11867,فريق عمران يحرزكاس المولد النبوي الشريف للقدم,False,POS,msa,1354,756,0.34
11868,11868,اوعي تقول عسكري غلبان هوا سيده فضوا ميدان الداخليهبلطجيه,True,NEG,egypt,2520,1174,3.005
11869,11869,يجد الاعلام الغربي والاعلام العربي المقلد سوي خبر القرد الليبي فهل يريدون نشر صوره سيءه مثيله الافغاني,False,NEG,msa,6921,8915,0.016999999999999904
11870,11870,يشارك كتابيحقاءقفيتاريخفلسطينالسياسيرجالمنورقونساءمنزجاجفيمعرضالكويتالدوليللكتاب الدار العربي,False,NEU,msa,0,0,0.0
11871,11871,كلناااالدلمانيتتشابه اقدارنا احيانا كاننا نعيش داخل لوحه مرسومه,False,NEU,msa,1083,1096,-0.12300000000000001
11872,11872,داعش مجرمين قتله النظام السوري الصناع ويقتل اضعاف مايقتلون ويدمر سوريا مارايكم,True,NEG,msa,742,617,-0.006000000000000005
11873,11873,مساااء الخييرررر,False,NEU,msa,13,5,0.736
11874,11874,نظام بلد افريقي ماتزوج مرور زواجه يتزوج الثانيه ياكل فرش الاولي,False,NEU,msa,3093,2145,0.7260000000000001
11875,11875,تطبيقات ويدجت مفيده لمستخدمي اندرويد,False,NEU,msa,74,18,1.262
11876,11876,الحين اقنع امي انو بلغلط,False,NEG,msa,675,913,-1.56
11877,11877,طلبت هارديسك خارجي امازونو جاني الشي,False,POS,gulf,343,759,-2.653
11878,11878,ومبروك لبنان انشاء وزاره دوله حقوقالمراه هههههههه,False,POS,egypt,2537,833,2.498
11879,11879,فيديو المناظره الثانيه مرشحي الرءاسه الامريكيه هيلاري كلينتون دونالد ترامب,False,NEU,msa,871,716,2.7489999999999997
11880,11880,عاوزين يقضوا المعارضه الحقيقيه المندسه والمليشيات داعش دستها امريكا نظام بشار,True,NEG,msa,2009,1054,2.84
11881,11881,ازمه دبلوماسيه حاده موسكو وباريس سوريه,False,NEG,msa,20,9,0.631
11882,11882,يسيب جوجل علشان يمسك شركه كريم يعمل البيزنس بتاعه دا مجنون فعلا عنده تحدي لازم يعمل حاجه لنفسه مش لازم موظف دايما,False,NEU,egypt,56110,30384,8.057
11883,11883,جبران تويني الوحيد بيقدر يخاطب الجميع اصدقاء اعداء هواالحريه,False,NEU,msa,76,42,0.914
11884,11884,اللي حسابه اقل حط لاف رتويت ونتابعه,False,NEU,msa,4194,3982,1.06
11885,11885,الكويت تقدم لعلاج الاطفال السوريين النازحين لبنان,False,POS,msa,473,250,1.066
11886,11886,صيامتاسوعاءوعاشوراء رسول الله ﷺ افضل الصيام رمضان شهر الله المحرم وافضل الصلاه الفريضه,False,POS,egypt,132910,148278,-0.26200000000000007
11887,11887,القبور اشخاص تقطعت قلوبنا لفراقهموتزيد المشاعر اشتياقا لحظه فيا ربي ارحمهم ونور قبورهم ووسع مدخلهم واعفو عنهم واجعل الجنه مقرهم يارب,False,NEU,msa,259,535,-4.01
11888,11888,اولي بشاءر النظام اللبناني المسخ تولي ميشال عون الرءاسه جدار فصل عنصري مخيم الحلوه والله العرب بيادوا,True,NEG,msa,1668,1970,-2.625
11889,11889,ده اللي اسمه تطوير العمل النقابي منهم لله الاخوان كانوا خاربينها نقابهالمهندسين,True,NEG,egypt,18115,5000,2.5810000000000004
11890,11890,فهههههههههدغشششششششاااااامالببببصمممممانالاخر,False,POS,msa,0,0,0.0
11891,11891,شاهد عقيد سعودي متقاعد يصعق صحفي ايراني هاجم المملكه,False,NEU,msa,2732,1509,4.999
11892,11892,تراث باراك اوباما السياسي العربيهنت الصفحه الرءيسيه,False,NEU,msa,758,199,3.856
11893,11893,يخي ويندوز عنجد فخم,False,POS,gulf,296,421,-0.653
11894,11894,الله كاشفه,False,POS,msa,63599,71735,-0.231
11895,11895,بيعيد احمد فتحي لاعب طماع بس مجلس اداره الاهلي مش عارف يخلص التعاقد لاعب اللي فات,False,NEG,egypt,88316,63367,4.579
11896,11896,نموذج مدي عبث القاءمين امور البلاد اخوان مرسي مصر,False,NEG,msa,3787,1625,2.099
11897,11897,الرءيس الروسيفلاديمير بوتين يشرح انشا اوباما داعش,False,NEU,msa,644,229,5.779
11898,11898,مقاطعه فرنسا الغباء يجري دمهم المغرب ينظم الاتحاد الافريقي قريبا والخراءر دير مشاكل افريقيابلاد اكبر,True,NEG,magreb,2477,1808,0.926
11899,11899,فيديو شاهد الاعلامي عمرواديب يعلق ساخرا احتساب الحكم ركله جزاء غريبه لصالح الاهلي المصري الاهلي بلن,False,NEU,msa,1500,1161,1.617
11900,11900,نشكر ثقتكم وهدفنا دوما ارضاءكموسيطامازون,False,POS,msa,0,0,0.0
11901,11901,الاتحادالاوروبي يمدد العقوبات الاقتصاديه روسيا الازمه الاوكرانيه حتي يوليوداوكرانيا كييف القرم,False,NEU,msa,5866,7583,-0.21499999999999997
11902,11902,الله تستاهل ياقلبي ليه تميل مكنت خالي انت اسباب كربي وانت اسباب ماجرالي ايه بقي اللي هايواسيني ماتهدت امالي محمدمحسن,False,NEG,egypt,122467,96591,1.8209999999999997
11903,11903,بايدو نظاره صينيه ذكيه تنافس الامريكيه غوغل,False,NEU,msa,57,27,1.367
11904,11904,والد انجلينا جولي ينتقد تصريح روبرت دي نيرو دونالد ترامب وروبرت دي نيرو يرد انتقاده انت تعيش الاوهام,False,NEU,msa,61409,24962,8.622000000000002
11905,11905,روسيا ترد عدوان الناتو باسلحه تفوق سرعه الصوت,False,NEU,msa,200,89,1.534
11906,11906,بيان ناءب رءيس المجلس الرءاسي القطراني بشان التفجير الارهابي بمدينه بنغازي,False,NEU,msa,267,205,-1.2059999999999997
11907,11907,حذار يا عدليمنصور تفرج دومه طلب منك ممدوححمزه وقعوا بيانه المهزاين يطلبون التفريط فيما يملكون ولاتملك انت,False,NEU,msa,83421,40374,2.375
11908,11908,كرافيتي روتي ككررااففييتيتيييي ررووتتيييي,False,NEG,msa,3,5,-0.517
11909,11909,بلبل حلو يا الو صابر جنون الرياح راميعياش اميرالليل لبنان,False,POS,levant,66102,33932,2.52
11910,11910,المضمون الوحيد لاعلان مرسي الدستوري استبداد رءاسي مطلق مصر انقلاب مرعب الشرعيه وسياده القانون واغتيال كامل للتحول الديمقراطي,False,NEG,msa,4925,2702,3.2569999999999997
11911,11911,بالصوورابو سن يبكيبعدالقبض الشرطهبعد ظهوره مسيءالصوور,False,NEG,msa,2315,2183,-0.052000000000000005
11912,11912,بيت ينكر دور الخليج النازحين السوريين وعلي راسها الامارات يا جاهل,True,NEG,egypt,60220,32746,1.5979999999999999
11913,11913,زهقاان وعايز تنام ومش عارف روح ذاكر,False,NEU,egypt,13974,14133,-2.348
11914,11914,يعني ايه صحاب عشان معنديش صحاب,False,NEG,msa,16622,7475,3.049
11915,11915,بنغازي ياريتني متت ياريتني كنت معاهمياريت نتوسد قبرينفتك الحياه بدري بدري ياريت التفجير اطرطشن اشلاءي وانتهي التفكير,False,NEG,magreb,2470,2442,-3.694999999999999
11916,11916,احلفي انك نوال الزغبي,False,NEU,msa,255,249,-0.22299999999999998
11917,11917,اليسا عمرو ايدب وماذا اجرها فنوثقافه اليسا,False,NEU,msa,638,225,0.9279999999999999
11918,11918,يوتيوب يحذف الاغنيه سرقتها فنانه اسراءيليه اليسايعني تعبتمنك بقيت للعرب,False,NEG,egypt,88,52,0.40700000000000003
11919,11919,انت بلد التناقضاتلازم تتعود ويصير عندك مناعهاذا نحسبهم مثقفينتراقصوا مدح لحجاب زوجه اردوغانوعندنا عاهره,True,NEG,msa,27758,11951,2.214
11920,11920,واشنطن تكشف مجلسالامن اسماء ضباط سوريين متهمين بارتكاب انتهاكات,False,POS,msa,2,5,-0.804
11921,11921,كنا ديمستوراصرنا لافروفاللهم اكفيناهم بما شءت,False,NEG,msa,0,0,0.0
