,tweet,sarcasm,sentiment,dialect
9633,الاسلام السلام اذ بليت الامه براع يزيد لعنه الله وعلي ناصره ورضي واعتذر بما فعل الحسين,False,NEG,msa
9634,اردوغان معادي للاسلام يقود دوله فاجره وفاسقه,False,NEG,msa
9635,تري انت بس ضن اليمنين الشرفا اللي صاروا كلاب ايران ايران دمرت العراق سوريا والان انتم وتكذب عليكم,True,NEG,levant
9636,اشهد يا تاريخ اشهد يا زمن عهد النخنوخ الطفران ابراهيم البلوي صغير جده يحقق الدوري زمن,True,NEG,msa
9637,مدارسنا مختلطه الابتداءي للحين ماذالوالمدارسمختلطه,False,NEU,gulf
9638,موسكو نتحالف الاتحاد الاوروبي واشنطن الرياض جده,False,NEU,msa
9639,اليسا نجوميتها يصعب الوصول اليهاااا,False,POS,msa
9640,زلتم تحجبوننا حكومتنا تحجبون حكومتنا عنا تبا لكم,True,NEG,msa
9641,الله الناس شاطرين يحشروك بزلاتك ✋ولاكن لاعين تبصر زلاتهم وعلي اعمالهم,False,NEG,egypt
9642,سيذكر التاريخ الرءيس محمدمرسي قاد ودعم روادالمساجد العرص قاد ودعم روادالديسكو الخنازيرخاءنين,True,NEG,egypt
9643,جناياتالمنيا تصدر حكما باعدام ارهابيا اخوانيا وبحبك لمده قضيه اعمال العنف بمطاي عزل الرءيس الخاءن محمدمرسي,False,NEG,msa
9644,اليس المضحك يحاضرك احدهم الاخلاق والذوقيات يفتقر اليهما نفاق,True,NEG,msa
9645,الاحتلال الاسراءيلي يمنعمواطنا غزه حالهغيبوبه العلاج اسباب امنيه,False,NEU,msa
9646,احمد حلمي انا شايف شرف عظيم لاي راجل يتكرم بجايزه تحمل اسم ❤مهرجانالقاهرهالسينماءي,False,POS,egypt
9647,شجاعه بنات مصر الثوريات تقلق نظام مبارك لكنها تزعج الجبناء فاقدي النخوه يقبلون الذل السلامه ويرفضون الثوره لكرامتهم,True,NEG,msa
9648,صحيفهاشراقلايفميشال عون يءكد حرص لبنان تعزيز العلاقات اللبنانيه السعوديه,False,NEU,msa
9649,كوريا تستحق الاحترام كوريا تستحق الاسلام فمن يا كرام,False,POS,msa
9650,ستبقيحلب اثناء مناقشه الماجستير بالجامعه الاسلاميه بغزه,False,NEU,msa
9651,ماذالوالمدارسمختلطه انا الحين المهنه ربه منزل,False,NEU,gulf
9652,حجم الماساه ستحرك الشعور بالمسءوليه والاحساس الانساني السلطه ليظهر احدهم ويخاطب الشعب بشجاعه ومصداقيه,False,NEG,msa
9653,قروبالمحبهوالمودهقروبفيدررللدعماللهم ابعد عني ضيقه اشعر يشغل بالي ربي ارح قلبي فكري معي,False,NEU,msa
9654,بوابه اليمن الاخباريه تعز اشتباكات الاعنف بالاسلحه المتوسطه والمدفعيه مديريه الصلو اللهم احفظ الابرياء والمواطنين,False,NEG,msa
9655,اليمنيه تقارير دوليه خمسه الاف مقاتلي الميليشيات الاطفال,False,NEU,msa
9656,بساطاحمدي تندهش صادفت سوريه متثيقف مريدين عفش بضعه كليمات ومعلومات ثقافيه عمك غوغل,True,NEG,levant
9657, مابعرف ليش بقتنع باللي عم يصير لاسمع شهاده ابوعمرالحمصي وابوعبد الله الحلبي وابومحمود المعضماني وابوعبدالرحمن الحموي,False,NEG,gulf
9658,٥ ١٩٣٦ جمهوريات ارمينيا السوفييتيه الاشتراكيه واذربيجان الاشتراكيه وجورجيا السوفييتيه الاشتراكيه وقيرغيزستان يصبحون جزءا الاتحاد السوفيتي,False,NEU,msa
9659,طول ماانتي جمبي بلاقيكي تملي وش السعد عليا❤️,False,POS,egypt
9660,واني اعود اليك مثلما يعود اليتيم ملجءه الوحيد,False,POS,msa
9661,برنامجيالمفضل اوسكار,False,POS,msa
9662,صور تعرف الشركات الاعلي قيمه العالماقتصاد,False,NEU,msa
9663,كاشيما انتلرز الياباني شارك بطوله انديه العالم كمستضيف بطل اسيا يسبق تحقيقها ووصل للنهاءي بانتظار مدريد,False,NEU,msa
9664,عبد الجليل الشرنوبي كذب محمد مرسي كذب شوف كده مين اللي ليه سوابق الكذب واخلاف الوعود واحكم براحتك,False,NEG,egypt
9665,المذيعه استقبلت السفير الاسراءيلي امبارح ليهاردوغان عضو حلف الناتو ومصاحب الصهاينه زمان عاوزاه يطلع,False,NEG,egypt
9666,حصل البوب ستار راميعياش درع تكريمي اللجنه الطلابيه,False,NEU,msa
9667,انا بيب الطقاقه بيونسيه عرسي شاء الله,False,POS,gulf
9668,الشعب المصري اجمل حاجه وسط الهموم بيقدر يخلق الضحكه,False,POS,egypt
9669,بوابه السماء الصينتقع جبال تيان منشان مقاطعه هونان الصينيهشاهد صاحبتويترفولورزالتلات,False,NEU,msa
9670,يمممه جوو,False,NEU,gulf
9671,الحمدالله مكنت اتهاوش علا الصلاه عشان الكوريين كنت احب جستن بيبر,False,NEU,egypt
9672,اقراوا الكافرافيقوا يا مسلمونترجمه خطاب اوباما الاخير البيت الابيضاعزاءي الاميركيينوانا,False,NEG,msa
9673,بالفيديو ميريام فارس تنشر صور ابنها داخل منزلها للمره الاولي,False,NEU,msa
9674,ماوراءالخبر مستقبل اليمين المتطرف اوروبا انتخابات النمساالحلقه كامله,False,NEU,msa
9675,السءال اللي محيني بخصوص الاعدامللجميع دي فين احكامك الناجزه بالاعدام للمخلوع مبارك وعصابته واللي الشعب,True,NEG,egypt
9676,هاشتاق الاميره سهيلهبنلشهبمتواجد بترند لبنان,False,NEU,msa
9677,❤❤ عشق اليسا,False,POS,msa
9678, احب اشكركم هاي الدراما تخلي مكان بقلبي دراما نهايتها بس كوبل دودال سامسان يبقون بقلبي,False,POS,msa
9679,الصهاينه يتابكون لذكري الهولوكوست وتناسوا بانهم ابطال الهولوكوست الفلسطيني والداعمين للهولوكوست السوري طريق خادمهم بشارالاسد,True,NEG,msa
9680,اصدق مافي تاريخ حسنين هيكل عمله قطر وعلاقته بامير قطر,False,POS,msa
9681,خطاب بوب ديلان الاكاديميه السويديه فوزه بنوبل ترجمه امير زكي المنصه,False,NEU,msa
9682,سبوتنيك سوريا تتهم السعوديه باستهداف مجلس العزاء اليمن متعمد قالت الوكاله السوريه للانباء سانا,False,NEU,egypt
9683,الاصلاحيون فرحو سحل القذافي وشجعو الناتو والطاءرات الاماراتيه والقطريه تقصف قواته والان مايدرون الشعب الليبي اللي يعاني داعش,False,NEG,msa
9684,بيونسيه دي حلوه فاهشخ يا ديني,False,POS,egypt
9685,تاسيسيه مين يا ابو تاسيسيه انت ناس اتقتلت تقوللي تحسيسيه يا شيخ روح انت الهي ينتقم منكم,True,NEG,egypt
9686,هيلاري كلنتون اتفقنا الاخوان لاعلان داعش,False,NEU,msa
9687,السيسي انتصر سوريه رغم وجود روسيا وايران واموال الخليج فكيف ضعيفا,False,NEU,msa
9688,امانه تحاسب صوتك امانه,False,NEU,msa
9689,عليش الفلكيين شيوخنا يقولوا انهم مشعوذين ويستعينون بالجن والعياذ بالله,False,NEG,msa
9690,اليمنيه قاءد المنطقهالسابعه يعقد اجتماع قيادات الالويه التابعه للمنطقه,False,NEU,msa
9691,ارتفاع رهيب لسعر صرف الدولار ليبيا دينارليبيا,False,NEU,msa
9692,مقتل سعيد فضه اكبر مورد بلطجيه شبراالخيمه وعميل امن الدوله,False,NEU,msa
9693,يقول ولد فمه ملعقه المفترض يحنط الملعقه العجيبه ولدت وانسته رحم امه,True,NEG,msa
9694,الرءيس سعدالحريري سنظل قسم الشهيد جبرانتويني نبقي موحدين دفاعا وطننا,False,POS,msa
9695,زعيم المعارضه الروسيه يدعو لرحيل بوتن عبر,False,NEU,msa
9696,مره اشوف شركه تقول لموظفيها قدمو استقاله ونعطيكم شهرين مكافءه ايش الكرم احنا تاخيررواتببنلادن,False,NEG,msa
9697,احمد منصور يكتب اليمين المتطرف النمسا خطي يورج هايدر النمسا جبههتحيامصر,False,NEU,msa
9698,امراه تصنع الحب والايثار والاهتمام والعطف والحنان مءهله تصبح ام مثاليه,False,POS,msa
9699,الشاطر اللي يورينا صورته بالجنسيه,False,NEG,msa
9700,حبي عظيم تتناساه بس ماتنساه,False,POS,msa
9701,ربنا اتنا الدنيا حسنه الاخره حسنه وقنا عذاب النار,False,POS,msa
9702,اربح اكسايت ايفون اعمل فولو ريتويت شارك الهاشتاق هدايااكسايت وادخل السحب,False,NEU,msa
9703,تعلم ساعه فخر بريطانيا ورمزها الوطني تعمل بمحرك فلسطيني عثماني مسروق,False,NEU,msa
9704,لافروفسنضرب الارهاب سوريا كيريربما نضطر لدعم المعارضهلافروفاذا ستخسرون مالكم لاننا سندمرهاكيري تقصد امو,False,NEG,msa
9705,كلناااالدلمانيفي حاجات تجي عشان تفرحك يومين وتحزنك سنه,False,NEG,gulf
9706,دونالد ترامب اصله شعباوي مقضي حياته ببيت المسنين يلعب شده,True,NEG,msa
9707,مداها لعبه سوبرماريوتاثر الناس الناديالعربي ناديالكويت,False,NEU,gulf
9708,بالفيديو ريكي مارتن يطلب يد حبيبه السوري,False,NEU,msa
9709,اردوغان تركيا تقف سدا الارهابيين ودول الحلفاء الناتو,False,NEU,msa
9710,البرنامج الصوتي زاد المعاد هدي خير العباد المجلد الخامس للحاسبمحمد ابي بكر ايوب سعد شمس الدين ابن قيم الجوزيه زاد المعاد هدي خير العباد كتاب الفه ابن قيم الجوزيه خمسه مجلدات,False,NEU,msa
9711,برود كاست تطوير الذات ارسل اشتراك واتس ابماذالوالمدارسمختلطهعشرهفايزينمعالكابتناعترفاني,False,NEU,msa
9712,الحياهايكونوميست الاممالمتحده تحذر مشروع قانون العفو المعتدين القاصرات تركيا,False,NEU,msa
9713,الفرح حرام الخطا لزملاءنا الانقاذيين واعلامهم امتناعهم المساهمه انقاذ وتحرير جنودنا,False,NEG,msa
9714,جهزواسواعدكم اتي عهد التغيير اتي بي التحرير فخامه الرءييس الجنرال ميشال عون,False,NEU,msa
9715,يسوون انا اللي اعرفه العربي ثقيل وزلابه وايمانا شايب وشايف وهرماش مقلب وفيه اصابه مزمنه,True,NEG,msa
9716,الاخير تراه لاعب لاراح جاءحسستوني ميسي رنالدوماطيره للسماء انتمماشفتو خير مره تجيبون مهاجم يسجل,True,NEG,gulf
9717,جستن بيبر فرع اليمن,False,NEU,msa
9718,الجريده عاجل خادم الحرمين الشريفين يدعو الرءيس ميشال عون لزياره,False,NEU,msa
9719,الالم محسن كبير لانه يجردنا الغرور والدعوي ميزياده,False,NEU,msa
9720,ويندوز نسخه اسطوانه واحده بجميع اللغات ومجموعه النسخ نسخه اسطوانه واحده بصغيه ايزو,False,NEU,msa
9721,يالهووووي الارهاب يا جدعان,True,NEG,egypt
9722,الطبيعي تجد منافقا الممكن تجد رجل دين منافقا يفعله جمعه تخطي الحدود,True,NEG,msa
9723,هيلاري كلينتون دونالد ترامب تاني مناظره كمان شويه نضحك حبه,True,NEG,egypt
9724,وكيل محافظه شبوه يفتتح متنزه شبوهلاندالتحالفالعربيسنداليمن جنودالتحالفسندلليمن,False,POS,msa
9725,رءيس الجمهوريه ميشال عون يحقق امنيه شابه باستقباله تقرير عطوي,False,POS,msa
9726,ابغي اصادق وحده تشبه هاري بوتر بمدرستي اكبر مني تعرف تجي خاص تقولي بليز,False,NEU,gulf
9727,سلامتكياخليفه حق ولي الامر علينا جميعا ندعوا بظهر الغيب بالشفاء العاجل اللهم البس الشيخ خليفه ثوب الصحه ولباس العافيه,False,POS,msa
9728,عاوز اتصل بالسفارات اسالهم انزل بقي البيت لسه المخاطر الامنيه موجودهامخاطرتبقيامكيااوبامابغدادي,True,NEG,egypt
9729,احلي فيتو اقوي حلفاء اصدقاء شرفاء روسياوالصين عاشت ايدكم ✌️✌️️ شكرا الصين شكرا روسيا سوريا استودعناكي,False,POS,msa
9730,احا كسم ميتين الرجاله صنف عره,True,NEG,egypt
9731,اجرام بوتن وبشار بحق الطفوله سوريا شاركو نشر هكذا مقاطع لفضح الجراءم وصمت المجتمع الدولي بحجه محاربه اﻷرهاب,True,NEG,msa
9732,صراحه اشكر اللي اخترع برنامج اوبر ركبت سيارته تاهو اسود يجلط زينه ودي اوصل للمكان اللي ابيه زينه,False,POS,gulf
9733,اللي عايز يتحاور يروح يتحاور اهالي الشهداء والمصابين دول رضوا عنكم ربنا هيرضوا عنكم والا فلا امل ابدا لنا جميعا,False,NEG,egypt
9734,اولا غلب اداء المجلس اسلوب اطفاء الحراءق ومازال العمل التشريعي والرقابي الهادف لبناء نظام,False,NEG,msa
9735,اردوغان عربي كمسلم يناصر العرب ومواقفه مشرفه حثالات العربمصرتصوتلصالحالمشروعالروسي,False,POS,msa
9736,انا شايف وصف سمكه بتاع التباع يمشيش ميريام فارس ملكه المسرح فعلا,True,POS,egypt
9737,انا تعبت فالنهايه ححدف التويترتومبوي,False,NEG,egypt
9738,الدليل الكامل لجميع لغات البرمجه ومهارات الحاسب والعلوم يجب اتقانها حتي تصبح موظف جوجل邏 دليل مهم لاي تقني,False,NEU,msa
9739,غوميز نستمتع التدريبات وجود ميسي نستمتع حينما يقدم لنا اشياء جديده,False,NEU,msa
9740,اقل ساعه دعوه ترامب للعبادي زياره واشنطن ايران تدعو العبادي لزياره طهران سلمنينظيفاسلمكنظيف,True,NEG,msa
9741,وزير التعليم السعودي الازمه كندا تءثر طلابنا المبتعثين العربيهعاجل طبعا خبر المشمش البترول سيدي سمو ولي العهد مبس اهم الانسان اهم العلم اهم المواطن,True,NEG,msa
9742,حارب كلينتون طالبان وحارب بوش القاعده اوباما فحارب داعش يا تري التالي وماذا ينتظر شرقنا الاوسط,False,NEU,msa
9743,يمني بالصور تواصل الفعاليات الحديده وصنعاء بمناسبه المولد النبوي الشريف,False,POS,msa
9744,شكرا حضرتك دورت المعلومه واقتنعتانا لي مصلحه واكتب مايرضي ضميري والعلم الله,False,POS,egypt
9745,بالصور بيونسيه تتالق عرضها الاخير بنيو جيرسي,False,NEU,msa
9746,لعبه تتصدر الاب ستور قاءمه المجاني الاكثر دخلا,False,NEU,msa
9747,سيناريو اصطناع الاخطاء التحكيميه وانها جزء اللعبه سيناريو فاشل المهنا وعصابته رفقابعقولنا ياجماعه حزن الاتحادالنهضه,True,NEG,msa
9748,تكست لازم يعطونا اغنيه زي يسكتون,False,NEG,msa
9749,سكوت العرب يبيد حلب فما اباد ويبيد مدن العراق ليبيا اليمن سوي الانظمه العميله الخليجحلبتبادبسكوتالعرب,False,NEG,msa
9750,ترمب سيراقب الدول المصوته الجمعيه العموميه ذكرني برءيس الفصل يسجل الاسماء السبوره,False,NEG,msa
9751,باراك اوباما يلتقي ليوناردو دي كابريو الشهر القادم,False,NEU,msa
9752,حبيت الموديلات بس اهتمامهم ادق تفاصيل الفنشنق اقدر اتجاهلو•فاشن غوتشي الرياض جده الخبر الدوحه دبي,False,NEG,gulf
9753,الصداع اجتمع التوتر اسال الله السلامه,False,NEG,msa
9754,جستن بيبر ههههههههههههههههههههههههههههههههههههههههههههههههههه مدري تذكرتها قلت اكتبها,False,NEU,egypt
9755,جوجل تتحدي ابل سامسونج عبر هاتفهاالذكي الجديد تكنولوجيا,False,NEU,msa
9756,شاهرالمءمنين عالم رياضيات اردني ينضم قاءمه اهم علماء الرياضيات عالميا نفتخر بعلماءنا مبروك للاردن اﻷردن,False,POS,msa
9757,تجاوز الحل السياسي واللجوء للحل الامني فشل للسلطه واستهتار بالدماء السلطه منع اراقه دم مصري سواء معتصما رجل امن,False,NEG,msa
9758,المجلس العسكري يعيد انتاج مصطلحات صفوت الشريف وانس الفقي جديد المطلوب تكميم الافواه,False,NEG,msa
9759,الاعتقالات وباء وانتشر مصر والحبس الاحتياطي فيروس يلاحق المعتقلين,False,NEG,msa
9760,يعني مصر كافره الفاطميين,True,NEG,egypt
9761,بالتاكيد الشيعهفيخطر اتباعهم ملاليايراناجرامباسمالاسلام عاشوراء ياحسين يازهراء اليمنالان,False,NEG,msa
9762,الاوراقصوره وروايهوجرح كبيروالم مدفونكيف تكتبه كتاب كانحلم,False,NEU,msa
9763,اخذ دور المذيع اعلن للناس دونالد ترامب رءيس لامريكا انسحاب هيلاري كلينتون شاهد رده الفعل,False,NEU,msa
9764,كود خصم قووي ايهيربكوبون ايهيربكود خصم ايهيرب ايهربكود ايهرب هيررب هيربشحن مجاني,False,NEU,msa
9765,دونالد ترامبلانك ستكونين السجن,False,NEG,msa
9766,كليوم اضراب عمال النظافه بمطار برشلونه عمرواديب,False,NEU,msa
9767,عندي اعتراض التويته الاحترام بداتي التويته انسان محترم يءثر المصداقيه,False,NEG,msa
9768,يا جماعه بوكيمون ماحدا عرف يصطاده ويطعميه للجرذان,True,NEG,levant
9769,متحدث الرءاسه التركيه التطبيع اسراءيل روسيا هام للسلام والاستقرار الاقليمي,False,NEU,msa
9770,يقدم تطبيق تجربه مميزه لاداره المهام اليوميه بفاعليه اجهزه اندرويدنصاءحتقنيه,False,NEU,msa
9771,انت طيب يا شاعر يا راءع,False,POS,msa
9772,فيلم المسابقه الرسميه ميموزا مهدد بالغاء العرض اليوممهرجانالقاهرهالسينماءي,False,NEG,msa
9773,ﻻ تحلموا بوطن سعيد فخلف مبارك مبارك جديد وخلف شهيد شهيد جديد فكلهم حسنيمبارك وكلنا خالدسعيد,True,NEG,msa
9774,رفض ضياء رشوان قطه النظام تعديلات الدستور تجاهلت مقترحات نقابه الصحفيين انتظروا فتح قضيه قديمه لرشوان اولاده هتسكت نذيع,False,NEU,msa
9775,القم ياوضيع حال منتخبك بدون ميسي,False,NEG,levant
9776,ابنهالسلطان الطبيعي البدايات فاشله لاكن معقول مجتمع نص مجتمع كامل منتقدوه ساخرين غطوجهك,False,NEG,egypt
9777,اخوي يشجع الارجنتين يتمني خسارتهم عشان ميسي مايلعب,False,NEU,gulf
9778,البطل يهزم يخسر يهزم يياس ويغادر تترك حلمك,False,POS,msa
9779,تقسيم العراق امرا واقعا والمساله مساله وقت حتي تبدا الدول الممزقه العراق برفع راياتها وارسال سفراءها,False,NEG,msa
9780,بالفيديو ماجدهخيرالله مهرجانالقاهرهالسينماءي يمثل اضافه لاي فنان عالمي مصريات,False,NEG,msa
9781,تخبءه ويكيليكس لغوغل صحيفه فوارق الالكترونيه,False,NEU,msa
9782,الرياض جده السعوديه شاب يوافق الاعتراف بتهمه الارهاب ولايه اريزونا الامريكيه الخبر الدمام مكه,False,NEU,msa
9783, مبدءيا عشان نتفق مافيش احلي سمك مصر عاموالله السمك نيويورك بريطانيا تركيا ماليه لازمه جنب سمكناعاش سمكنا,False,POS,egypt
9784,واللي ماتوا بورسعيد عشان رجال قاوموا حكم عسكر كالجبال ️,False,POS,msa
9785,غردكانكفيالتسعينياتكانت نوال الزغبي عم بيشلوها بالسياره,False,POS,levant
9786,انا التمويل الاجنبي تماما الغريب ينتسب البعض الاسلام ويستغلون فقر الناس ويشترون اصواتهم يتبارون البذاءه اسلام,False,NEG,egypt
9787,يتورط الناس الماساه عيوبهم وانما فضاءلهم القدر هاروكي موراكامي,False,NEG,msa
9788,اشتباكات بالاسحله المتوسطه محيط فندق الريكسوس وقصور الضيافه بالعامصه طرابلس ليبيا,False,NEU,msa
9789,تفعل بنغازي يشتغل يقتل يرمي الكناسه الهم صنعه النشطاء السياقه للعدادات,False,NEG,msa
9790,الله حسيب وعودك اوهام,False,NEG,msa
9791,ياعم صحف مدريد هتشيلك الارض شيل,False,NEU,egypt
9792,اللهم بشر بشار اﻷسد بالنار والدمار الدنيا واﻷخره طفل سوري قصف منزلهم يبكي وينادي اخواته,False,NEG,msa
9793,لزمتها الانسحاب الدوري هترجع قرارك ساعات البوابين اتحدث,True,NEG,msa
9794,اردوغانحان لفتح صفحهجديدهفي العلاقات اسراءيل تركيا فلسطين غزه حماس السعوديه مصر العراق لبنان,False,NEU,msa
9795,يوماللغهالعربيهاليومالعالميجامعهالاماماللغهالعربيههويهومواطنهلقد اسعدتنا زياره معالي مدير الجامعه وس,False,POS,egypt
9796,عدونا صهيونا شيطان ذيل جيوش امتنا فعل السيل سابحر اكبر هشامالجخ التاشيره,True,NEG,msa
9797,هدايا للعشاق عيد الميلاد,False,NEU,msa
9798,تسلم الايادي يا جيش بلادي يا شعب بلادي تحريرسيناء الصهاينه الاخوان,True,POS,egypt
9799,الروهنجيافيخطربل الانسانيه خطريخافون نصره اخوانهم المستضعفين خوفا تهمه الصاق الارهاب فيهمناموا يحين,False,NEG,msa
9800,البابا شنوده الثالث وطنيا مخلصا ومصريا عظيما رحمه الله,False,POS,msa
9801,ملاكككككككك تكفين شوفي حسابي قسم بالله زمان اطلبك ايفون بس تفكين امانه شوفيه بس,False,NEU,gulf
9802,رامي عياش للشباب اضربوا حديد,False,NEU,levant
9803,قاهر البرد والمسلحين ابو الورد يوثق اخراج المسلحين مذلولين حلب الشرقيه,False,NEG,msa
9804,حبيت فكره الفلم تحسه ماعرف واقعي نصه زي لعبه تنشهر والكل يطف وكيف جراتهم امانه حبيت وزقو بوكيمون ذي مدري شدخل بس زقو,True,POS,gulf
9805,ارفض الدستور ينص محاكمه المدنيين عسكريا,False,NEG,msa
9806,فريق الوعد انصافالاخوان,False,NEU,msa
9807,كريستيانو رونالدو يعتبر اكبر لاعب مدريد يفوز بالكره الذهبيه سنه اشهر,False,NEU,msa
9808,يعني ايه يقولولي اني كبرت اروح لوحدي للدكتور بس انا مكبرتش انا عايزه ماما,False,NEU,egypt
9809,مدح شاعر خليفه فلم يعطه شيءا فقال يكن منكم فضل لذي ادب فاجره الخط كفاره الكذب,False,NEG,msa
9810,ساقوللاحفاديعشتبزمن ثبت الشارع لازم الجنيه يجيبجنيه علشان يقدروا يقفوا قصاد راجل لراجل,True,NEG,egypt
9811,تقرير بريطاني ترامب سينقل سفاره واشنطن تل ابيب القدس الموجز,False,NEU,msa
9812,قوه بالله الله العظيم وبحمده اذكار غردبذكرالله,False,NEU,msa
9813,اتحدث ال الايام الماضيه الاطلاق والخبر المتداول المواقع والمنسوب بشان تطورات الاحداث مصر كاذب ومفبرك,False,NEU,msa
9814,القوات العراقيه تنهي ارهابيا داعش طريق بيجي ولايه نينوي,False,NEU,msa
9815,مطر قاس يهطل اغنيه بوب ديلان خطفته الغابه السوداء ⁧مجلهالفلق⁩,False,NEU,msa
9816,واشنطن الكويت وسعت فجاه صفقه مقاتلات «اف» مقاتله واصبحت بزياده مليارات دولارالكويت,False,NEU,msa
9817,الماده التاسعه واسباب اخري لرفض مسوده مبادء الدستور عمرو حمزاوي بوابه الشروق,False,NEU,msa
9818,اليمنيه اوباما يبحث ردا متناسبا عمليات التسلل الالكتروني الروسيه,False,NEU,msa
9819,سامي المتريح مدير المكتب الاعلامي للاداره العامه لمكافحه الارهابليبيا,False,NEU,msa
9820,نسال خامنيءي بوتن نسال بشار سنجد انهم مقتنعين ببقاءهوكاني اسمعهم يقولون اشد منا قوه الكبر منعهم,True,NEG,msa
9821,الوزير كيري ارحب باعلان كافه الاطراف اليمن التزامها بتجديد الاعمال العداءيه بدا السبت لفتره اوليه قدرها ساعه,False,NEU,msa
9822,العهد الجديد فخامه الرءيس ميشال عون سيشهد مشاركه كافه المواطنين لحقوقهم وواجباتهم وعدم تهميش شريحه سيما ابناء بعلبك الهرمل,False,POS,msa
9823,الهولوكوست ابشع جريمه عرفتها البشريه العصر الحديث,False,NEG,msa
9824,ربما تنفس العالم قليلا الصعداء الهواء هب النمسا الاقل بامكان اليسار العالم هزم اليمين المتطرف,False,NEU,msa
9825,اللهم صل وسلم وبارك سيدنا محمد وعلي اله وصحبه اجمعين وسلم تسليما الدين اللهم انصر امه عبدك ونبيك ورسولك محمد مقاطعهالمنتجاتالفرنسيه,False,POS,msa
9826,الاستاذ علاء عبدالفتاح الجزيره بصراحه نعرف خالد يكسب الم يكن الافضل ندعم مرشحا ثوريا واحدا تفتيت الاصوات,False,NEU,msa
9827,الثاءر الحر عصامسلطان معتقل سجون الانقلاب عصام سلطان مش رقم انامشرقم,False,NEG,egypt
9828,المءامره الحقيقيه مصر اعاده انتاج الاستبداد باجراءات متسارعه ينقل ناءب عينه الرءيس مستشارا جليلا تعسفيا لرفضه احتجاز ابرياء,False,NEG,msa
9829,يابن الشرموطه موزه بتتناك مين دلوقتي والخول فرنسا اه صحيح امته راجل,True,NEG,egypt
9830,الحياهاليوم زاهيحواس تعينت وزير اثار غصب عني بطلب احمدشفيق,False,NEG,egypt
9831,ياهو تدعم تطبيقها اندرويد بميزه بصمه الاصبع,False,NEU,msa
9832,ختاما اعجبني مطرب امريكي يدعي بوب ديلانليس لاني اسمع الاغاني فانا اسمع الاغاني,False,NEU,msa
9833, مصري يدفعوا فاتوره الكهرباء الانقلاب ساقط اصبروا وثابروا واحشدوا واهتفوا سلميتنا سلاحنا,False,NEG,egypt
9834,صور احمد شفيق بالجلابيه البيضاء مسجد بابوظبياحمدشفيقالوسيلهنيوز,False,NEU,msa
9835,عيل لسه مادخلش يقولي انا غضبان ده عشان انا مخلتش البيه يلعب,False,NEG,egypt
9836,اغلب يحكم اوربا وامريكا اليمين المتطرف المسيحي يسيطر زعامات اليهود المتدينين,True,NEG,msa
9837,الوهابيه مستجنين ميتين يعرفون وش مسلسل عمر افمن اسس بنيانه تقوي حق ويش الخوف,False,NEG,msa
9838,جستن بيبر,False,NEU,msa
9839,تقرير الحاله العسكريه سوريا معهد الحرب واشنطن,False,NEU,msa
9840,جامعهالامام جامعه الامام تبتعث طالب لدراسه الاخراج السينماءي فيما الطالب يرفض افتتاح دور للسينما,False,NEG,msa
9841,انطلاقا لعبه سوبر ماريو رن وفرنا لكم كفر سوبر ماريو متوفر لايفون ٦اس و٧ سارع نفاذ الكميه,False,NEU,msa
9842,الصوره متلاعبين دامجين ملامح زين مالك جستن بيبر,True,NEG,egypt
9843,وش الفايده الرياضيات ماتفيدنا بشي كلها ١١٢ وخلصنا بعدين الاله الحاسبه تكفي,False,NEG,msa
9844,قصه العجوز الحكيم محرك السفينه راااءعه,False,POS,msa
9845,حلاوتكوانت عامل نفسك دكر راجل قدام امك بتبقي مرمطون شخشخيه ايد البنت بتاعتك استرجل,False,NEG,egypt
9846,ايهما افضل صهيوني يدافع بلكذب احقيته بارض فلسطين السيسي ودراويشه وهم يدافعون بلكذب الجزر ملك السعوديه مرسيصانوالسيسيخان,True,NEG,egypt
9847,رياضه شقيق بوسكيتس يعمل بوابا برشلونه,False,NEU,msa
9848,صرت اب وطلبني ولدي ايفون,False,NEU,msa
9849,ابل تكسب معركه سامسونغ بشان براءات,False,NEU,msa
9850,غوتشي فلورا الاسود فخم,False,POS,msa
9851,اعوذ بلله الحسد اكتشف السوشل ميديا مناسب للاستخدام البشري مقاطعهاعلاناتهندالقحطاني,False,NEG,msa
9852,استعراض لتطبيق الرسام الجديد لنظام ويندوزتقدر تسوي صور ثلاثيه الابعاد وبسهوله,False,NEU,msa
9853,تعلمت دوره الاحتيال الجميع محل شك حتي اخوك اللي امك وابوك عبط نعنبوزينها,False,NEG,msa
9854,دبياليومالمانيا مساع لحظر تصدير السلاح لدول خارج الناتو والاتحاد الاوروبي,False,NEU,msa
9855,اوباما وقاده اوروبا يتعهدون بمواصله التعاون عبر «الناتو» امريكا,False,NEU,msa
9856,يا اردوغان انت عباره نابح اعلم يا العراق العظيم يمثله المهزوز العبادي وانما يمثله السيد مقتدي الصدر,True,NEG,msa
9857,نقبل ابدا مقعد خاص بالرءيس بشار الاسد هههه ويمكن بوتن,True,NEU,msa
9858,روح غوغل وعميل بحث صخره الروشه وشوف بعينك انورما كانرفيه لبناني بي صوره,False,NEU,levant
9859,قالها جستن بيبر يا منعنع يا منعنع,False,NEU,egypt
9860,عاجل وصول ظريف بيت الوسط للقاء الحريري,False,NEU,msa
9861,بنغازيتجييف الكلب جمعه حسن المشيطي محور قنفودهوهو اخو الجيفو احمد حسن المشيطي الملقب عصيده,False,NEG,magreb
