Unnamed: 0,Arabic Term,Positive Count,Negative Count,Buckwalter index,Sentiment Score
80389,علشانها,6,0,El$AnhA,0.6
80390,تظاهر,77,19,tZAhr,0.015
80391,رقصة,17,8,rqSp,-0.653
80392,انشرووو,7,0,An$rwww,0.733
80393,حب _ الله,13,0,Hb_Allh,1.2930000000000001
80394,وماعندك,0,7,wmAEndk,-3.425
80395,مفسد,14,38,mfsd,-2.301
80396,صلي _ الله _ عليه _ وسلم,6,1,Sly_Allh_Elyh_wslm,-0.09300000000000001
80397,الخنافر,11,1,AlxnAfr,0.446
80398,روتردام,5,0,rwtrdAm,0.446
80399,العوامية,98,45,AlEwAmyp,-0.579
80400,ولو _ كره _ الكافرون,11,0,wlw_krh_AlkAfrwn,1.139
80401,للعمات,0,5,llEmAt,-3.138
80402,ردسي,22,0,rdsy,1.79
80403,لاادري,6,0,lAAdry,0.6
80404,ضلع,204,15,DlE,1.204
80405,امتلاك,39,3,{mtlAk,0.9570000000000001
80406,شباك,10,1,$bAk,0.359
80407,ماك,26,1,mAk,1.2570000000000001
80408,مئة,73,25,m}p,-0.3
80409,بسسس,6,2,bsss,-0.499
80410,فتك,26,6,ftk,0.004
80411,تعليق _ الدراسة,12,0,tElyq_AldrAsp,1.219
80412,المدريدي,2,5,Almdrydy,-2.039
80413,ياحبيبي,89,9,yAHbyby,0.851
80414,سيب,42,17,syb,-0.475
80415,نامي,102,22,nAmy,0.153
80416,فلاني,2,7,flAny,-2.327
80417,uob,7,3,uob,-0.653
80418,مشروع,421,132,m$rwE,-0.191
80419,مستانس,35,11,mstAns,-0.247
80420,مقوم,19,5,mqwm,-0.142
80421,اي _ مول,11,0,Ay_mwl,1.139
80422,الرسول _ الاعظم,13,0,Alrswl_AlAEZm,1.2930000000000001
80423,رودي,7,1,rwdy,0.04
80424,قهوة _ الرشيدي,7,0,qhwp_Alr$ydy,0.733
80425,تقاعس,2,6,tqAEs,-2.193
80426,حابب,8,9,HAbb,-1.4509999999999998
80427,اه,198,64,Ah,-0.22699999999999998
80428,hd,222,10,hd,1.663
80429,متخرج,8,9,mtxrj,-1.4509999999999998
80430,[يس,17,0,[ys,1.544
80431,روسي,96,28,rwsy,-0.139
80432,منتجع,8,1,mntjE,0.158
80433,دان,100,37,dAn,-0.368
80434,تدمير,34,55,tdmyr,-1.8159999999999998
80435,بتخاف,5,3,btxAf,-0.94
80436,اذل,44,37,A*l,-1.177
80437,سياحة,143,80,syAHp,-0.7709999999999999
80438,دثر,18,0,dvr,1.598
80439,عدة,119,19,Edp,0.446
80440,zdr,5,1,zdr,-0.247
80441,قناة _ بداية,18,1,qnAp_bdAyp,0.905
80442,قيدي,8,0,qydy,0.851
80443,اديبابو,0,6,AdybAbw,-3.292
80444,اجازة,284,66,AjAzp,0.102
80445,حناء,5,0,HnA',0.446
80446,حيااتي,14,0,HyAAty,1.3619999999999999
80447,خمول,5,2,xmwl,-0.653
80448,لت,35,10,lt,-0.16
80449,بتفرح,11,0,btfrH,1.139
80450,تواني,9,9,twAny,-1.3459999999999999
80451,تذكر,260,65,t*kr,0.028999999999999998
80452,اميري,19,2,Amyry,0.551
80453,عامر,88,25,EAmr,-0.115
80454,هز _ الحديد,5,0,hz_AlHdyd,0.446
80455,زدرصيدك 9,7,0,zdrSydk9,0.733
80456,متحضر,7,2,mtHDr,-0.365
80457,اجمل _ ما _ سمعت _ في _ 9,6,2,Ajml_mA_smEt_fy_9,-0.499
80458,ولاية,293,34,wlAyp,0.782
80459,الكنترول,4,5,Alkntrwl,-1.528
80460,سمع,731,249,smE,-0.272
80461,ياهم,5,1,yAhm,-0.247
80462,متمكن,9,1,mtmkn,0.263
80463,اا,685,62,AA,1.042
80464,( او,7,2,(Aw,-0.365
80465,انجلي,12,3,{njly,-0.16699999999999998
80466,عليهاوالصورة,8,0,ElyhAwAlSwrp,0.851
80467,follow9follow,27,0,follow9follow,1.986
80468,دوس,22,6,dws,-0.156
80469,استخار,7,4,{stxAr,-0.8759999999999999
80470,التفت,71,14,{ltft,0.223
80471,ايلاف _ ترين,24,0,AylAf_tryn,1.8730000000000002
80472,براءة _ متهمي _ غرق _ جدة,1,17,brA'p_mthmy_grq_jdp,-3.543
80473,بيمسكها,5,0,bymskhA,0.446
80474,"العمل ,",17,2,"AlEml,",0.446
80475,حقيقة _ لايمكن _ انكارها,5,2,Hqyqp_lAymkn_AnkArhA,-0.653
80476,نحي,17,3,nHy,0.158
80477,كوليس,35,5,kwlys,0.446
80478,9 توصيل,9,0,9twSyl,0.9570000000000001
80479,اسيوي,68,17,Asywy,-0.002
80480,جزم,26,15,jzm,-0.823
80481,فرحان,321,27,frHAn,1.0959999999999999
80482,9gb,29,1,9gb,1.3619999999999999
80483,عثمان,95,5,EvmAn,1.4269999999999998
80484,فارق,223,32,fArq,0.569
80485,غابة,44,18,gAbp,-0.484
80486,تسوق,299,14,tswq,1.65
80487,امريكا _ تنتفض,0,6,AmrykA_tntfD,-3.292
80488,غاوي,7,1,gAwy,0.04
80489,متضامن _ مع _ باسم _ يوسف,9,5,mtDAmn_mE_bAsm_ywsf,-0.835
80490,مقتطف,24,5,mqtTf,0.081
80491,كراهية,46,38,krAhyp,-1.159
80492,عاهرة,31,25,EAhrp,-1.138
80493,ذرة,48,10,*rp,0.14800000000000002
80494,صباحو,14,0,SbAHw,1.3619999999999999
80495,ماخلة,0,5,mAxlp,-3.138
80496,ماودك,12,1,mAwdk,0.526
80497,الخليج _ الجديد,3,5,Alxlyj_Aljdyd,-1.751
80498,ديكور _ داخلي,7,0,dykwr_dAxly,0.733
80499,سراي,5,0,srAy,0.446
80500,احتجاز,19,16,{HtjAz,-1.183
80501,drawing,29,0,drawing,2.055
80502,قبول,53,24,qbwl,-0.5760000000000001
80503,منيع,5,0,mnyE,0.446
80504,تعالي ;,6,0,tEAly;,0.6
80505,لامثيل,5,0,lAmvyl,0.446
80506,قاع,40,20,qAE,-0.677
80507,ص 99,8,0,S99,0.851
80508,صوتيات _ اناشيد _ بدون _ موسيقي,8,0,SwtyAt_AnA$yd_bdwn_mwsyqy,0.851
80509,طماع,16,19,TmAE,-1.508
80510,البوكمال,5,0,AlbwkmAl,0.446
80511,لاتباطيتك,5,0,lAtbATytk,0.446
80512,كافة,102,24,kAfp,0.07
80513,تركي,241,87,trky,-0.33399999999999996
80514,ايراني,72,52,AyrAny,-1.026
80515,متساوي,7,0,mtsAwy,0.733
80516,جبير,5,0,jbyr,0.446
80517,خارطة,38,7,xArTp,0.23800000000000002
80518,وكتير,11,0,wktyr,1.139
80519,غلبان,3,6,glbAn,-1.906
80520,مفر,14,4,mfr,-0.247
80521,هيفرق,8,0,hyfrq,0.851
80522,الموبايل,15,12,AlmwbAyl,-1.138
80523,ب,7297,1618,b,0.16
80524,ابومارية,8,0,AbwmAryp,0.851
80525,اييهه,10,0,Ayyhh,1.052
80526,تخبط,19,7,txbT,-0.43
80527,ضامن,12,7,DAmn,-0.86
80528,محتجز,6,9,mHtjz,-1.703
80529,جاف,29,3,jAf,0.669
80530,اذكر _ الله _ يذكرك,7,0,A*kr_Allh_y*krk,0.733
80531,لجاستن,11,0,ljAstn,1.139
80532,سنارة,6,0,snArp,0.6
80533,الدوري _ الانجليزي,9,4,Aldwry_AlAnjlyzy,-0.653
80534,مطحنة,11,1,mTHnp,0.446
80535,داخلية,25,30,dAxlyp,-1.5219999999999998
80536,جمال _ البيوت,30,0,jmAl_Albywt,2.088
80537,توافر,6,0,twAfr,0.6
80538,الفرقا,85,7,AlfrqA,1.0290000000000001
80539,نزعة,8,0,nzEp,0.851
80540,جامعة _ الدمام,12,0,jAmEp_AldmAm,1.219
80541,داعر,0,11,dAEr,-3.8310000000000004
80542,تواضروس,13,9,twADrws,-1.0090000000000001
80543,تحديث,235,24,tHdyv,0.899
80544,دخل,538,274,dxl,-0.6729999999999999
80545,برو,9,3,brw,-0.43
80546,ثور,21,17,vwr,-1.145
80547,طيزي,3,9,Tyzy,-2.262
80548,ظاهرة,16,26,ZAhrp,-1.8090000000000002
80549,تفاصيل _ صغيرة _ وجميلة,9,0,tfASyl_Sgyrp_wjmylp,0.9570000000000001
80550,شواية,5,0,$wAyp,0.446
80551,بولو,5,0,bwlw,0.446
80552,بئس,66,22,b}s,-0.27699999999999997
80553,كرا,31,3,krA,0.733
80554,وياليت,7,0,wyAlyt,0.733
80555,عاايز,5,2,EAAyz,-0.653
80556,رقاص,3,6,rqAS,-1.906
80557,اشترك,24,5,{$trk,0.081
80558,مساعدة,141,19,msAEdp,0.614
80559,معسلامه,4,7,mEslAmh,-1.8159999999999998
80560,قابض,5,8,qAbD,-1.751
80561,فائق,17,2,fA}q,0.446
80562,ارت,22,0,Art,1.79
80563,لايك + منشن,5,0,lAyk+mn$n,0.446
80564,التوعية _ الامنية,12,0,AltwEyp_AlAmnyp,1.219
80565,هيموت,8,4,hymwt,-0.758
80566,هالحين,10,0,hAlHyn,1.052
80567,صالة,45,8,SAlp,0.285
80568,غاز _ الهيليوم,6,0,gAz_Alhylywm,0.6
80569,( حتي,10,0,(Hty,1.052
80570,heyoo _ 9,6,0,heyoo_9,0.6
80571,منفي,12,6,mnfy,-0.727
80572,انعزل,7,0,{nEzl,0.733
80573,تاخير,19,15,tAxyr,-1.123
80574,"العقل ,",10,0,"AlEql,",1.052
80575,قرض,38,48,qrD,-1.574
80576,اعمر,8,1,AEmr,0.158
80577,بيبقي,59,25,bybqy,-0.51
80578,استعاذ,16,1,{stEA*,0.794
80579,يناير _ من _ جديد,7,2,ynAyr_mn_jdyd,-0.365
80580,imdb,5,0,imdb,0.446
80581,ضم,310,26,Dm,1.0979999999999999
80582,تنظيم _ القاعدة,15,3,tnZym_AlqAEdp,0.04
80583,قهوة _ نزيه,6,0,qhwp_nzyh,0.6
80584,نشا,8,4,n$A,-0.758
80585,القيارة,7,0,AlqyArp,0.733
80586,لستات _ بلاك _ بيري,62,2,lstAt_blAk_byry,1.699
80587,اشتياق,293,29,{$tyAq,0.9359999999999999
80588,حقيقة _ ادركتها,20,0,Hqyqp_AdrkthA,1.699
80589,عسل,204,26,Esl,0.6809999999999999
80590,اوحش,15,9,AwH$,-0.8759999999999999
80591,منءي,5,0,mn'y,0.446
80592,تعبئة,11,1,tEb}p,0.446
80593,مهر,22,11,mhr,-0.695
80594,شعيبي,8,1,$Eyby,0.158
80595,نبر,9,3,nbr,-0.43
80596,اشكيك,5,0,A$kyk,0.446
80597,فناء,16,4,fnA',-0.122
80598,الترند,19,0,Altrnd,1.65
80599,enjoy,6,1,enjoy,-0.09300000000000001
80600,club,6,0,club,0.6
80601,عيدكم _ مبارك,6,0,Eydkm_mbArk,0.6
80602,مبتكر,39,1,mbtkr,1.65
80603,دقق,15,6,dqq,-0.519
80604,وجرااح,0,5,wjrAAH,-3.138
80605,تراثي,8,11,trAvy,-1.6340000000000001
80606,زنجو,0,5,znjw,-3.138
80607,روحة,8,0,rwHp,0.851
80608,قولتهالي,5,0,qwlthAly,0.446
80609,رقابة,9,29,rqAbp,-2.445
80610,قبلان,14,2,qblAn,0.263
80611,عاجز,34,18,EAjz,-0.735
80612,صقيل,5,0,Sqyl,0.446
80613,from _ inside _ mosul,6,0,from_inside_mosul,0.6
80614,مزاين _ الكويت,5,0,mzAyn_Alkwyt,0.446
80615,متفرج,3,5,mtfrj,-1.751
80616,ماعاش,10,0,mAEA$,1.052
80617,بودلوسكي,5,0,bwdlwsky,0.446
80618,نبع,66,2,nbE,1.76
80619,وولا,8,0,wwlA,0.851
80620,فن _ تشكيلي,14,0,fn_t$kyly,1.3619999999999999
80621,تفائلو,8,0,tfA}lw,0.851
80622,خنقة,5,2,xnqp,-0.653
80623,اشغال _ للاطفال,108,0,A$gAl_llATfAl,3.345
80624,ازالة _ الشعر,6,0,AzAlp_Al$Er,0.6
80625,الذيابي,16,0,Al*yAby,1.4869999999999999
80626,بانوراما _ المراة,7,0,bAnwrAmA_AlmrAp,0.733
80627,السومه,6,1,Alswmh,-0.09300000000000001
80628,جهراء,37,7,jhrA',0.212
80629,v,5,5,òv,-1.3459999999999999
80630,موسمي,5,1,mwsmy,-0.247
80631,اجاز,16,5,AjAz,-0.304
80632,عمات,74,140,EmAt,-1.9769999999999999
80633,بيرد,2,5,byrd,-2.039
80634,ديسة,11,0,dysp,1.139
80635,ساهم,129,9,sAhm,1.219
80636,المرصد _ السوري _ لحقوق _ الانسان,6,0,AlmrSd_Alswry_lHqwq_AlAnsAn,0.6
80637,هبة,39,10,hbp,-0.055
80638,i ' m,16,9,i'm,-0.815
80639,انتباه,41,14,{ntbAh,-0.316
80640,صمد,22,2,Smd,0.691
80641,السويدان,7,0,AlswydAn,0.733
80642,مونتاجي,8,0,mwntAjy,0.851
80643,ترويسة,9,0,trwysp,0.9570000000000001
80644,ريادة,185,0,ryAdp,3.88
80645,جامعة _ الملك _ سعود,10,0,jAmEp_Almlk_sEwd,1.052
80646,لاا,70,33,lAA,-0.61
80647,السناجل,15,0,AlsnAjl,1.4269999999999998
80648,ليش ?,6,7,ly$?,-1.479
80649,تقدير,181,30,tqdyr,0.424
80650,الفايسبوك,7,3,AlfAysbwk,-0.653
80651,هات,84,16,hAt,0.263
80652,تكنلوجيا,6,1,tknlwjyA,-0.09300000000000001
80653,اخلي,337,90,Axly,-0.034
80654,لزوم,16,4,lzwm,-0.122
80655,جيهان _ عشماوي,0,9,jyhAn_E$mAwy,-3.6489999999999996
80656,ياريت,33,13,yAryt,-0.45899999999999996
80657,كابل,13,5,kAbl,-0.499
80658,الاخونجية,6,0,AlAxwnjyp,0.6
80659,شعري,50,8,$Ery,0.389
80660,اريج,9,2,Aryj,-0.142
80661,قسيم,7,1,qsym,0.04
80662,جوار,36,11,jwAr,-0.22
80663,هامش,10,6,hAm$,-0.894
80664,فسح,12,0,fsH,1.219
80665,ماابي,7,1,mAAby,0.04
80666,_ تفله _ وقت _ اللزوم _ طقوع,0,8,_tflh_wqt_Allzwm_TqwE,-3.543
80667,فاطمة,40,19,fATmp,-0.628
80668,قريد 9,6,0,qryd9,0.6
80669,شقير,37,0,$qyr,2.292
80670,الكوينز,5,1,Alkwynz,-0.247
80671,ما _ يطلبه _ المنحرفون,16,0,mA_yTlbh_AlmnHrfwn,1.4869999999999999
80672,الشوصا,11,0,Al$wSA,1.139
80673,ال _ سلول,4,10,Al_slwl,-2.134
80674,قلبيء,13,0,qlby',1.2930000000000001
80675,صنهات,33,0,SnhAt,2.18
80676,قادسية,17,16,qAdsyp,-1.2890000000000001
80677,ايدين,14,0,Aydyn,1.3619999999999999
80678,بغال,7,1,bgAl,0.04
80679,غيلاني,5,0,gylAny,0.446
80680,جليل,26,4,jlyl,0.34
80681,مزلزل,23,0,mzlzl,1.8319999999999999
80682,عبدالملك,12,2,EbdAlmlk,0.12
80683,متعافي,13,0,mtEAfy,1.2930000000000001
80684,بيجي,101,20,byjy,0.235
80685,انحناء,6,2,{nHnA',-0.499
80686,قصيرة _ القامة,19,0,qSyrp_AlqAmp,1.65
80687,جيم,12,1,jym,0.526
80688,عا,27,6,EA,0.04
80689,صابر,74,8,SAbr,0.774
80690,عزران,8,0,EzrAn,0.851
80691,ارتااح,0,5,ArtAAH,-3.138
80692,jazzab,8,0,jazzab,0.851
80693,تين,12,0,tyn,1.219
80694,book,7,2,book,-0.365
80695,قطرة,13,4,qTrp,-0.316
80696,قات,20,5,qAt,-0.09300000000000001
80697,بتعيط,11,1,btEyT,0.446
80698,طارق _ العلي,8,0,TArq_AlEly,0.851
80699,تيشرتات,9,2,ty$rtAt,-0.142
80700,تعزية,5,5,tEzyp,-1.3459999999999999
80701,عرص,33,29,ErS,-1.2209999999999999
80702,مشتبه,6,11,m$tbh,-1.885
80703,رايق,65,18,rAyq,-0.10099999999999999
80704,سرد,15,3,srd,0.04
80705,يالغاليه,8,0,yAlgAlyh,0.851
80706,مجتمع,296,220,mjtmE,-1.05
80707,نواف _ العابد,28,0,nwAf_AlEAbd,2.021
80708,البوستات,8,3,AlbwstAt,-0.535
80709,احمد _ الجلعود,3,6,AHmd_AljlEwd,-1.906
80710,فهد _ مطر,6,0,fhd_mTr,0.6
80711,سعودي _ فاين,27,1,sEwdy_fAyn,1.2930000000000001
80712,الاعياني,49,1,AlAEyAny,1.8730000000000002
80713,قهر,152,923,qhr,-3.1439999999999997
80714,تعارض,5,1,tEArD,-0.247
80715,مثني,18,0,mvny,1.598
80716,اقتدي,6,1,{qtdy,-0.09300000000000001
80717,ذرب,8,2,*rb,-0.247
80718,انا _ رسام,24,0,AnA_rsAm,1.8730000000000002
80719,الععتب,5,0,AlEEtb,0.446
80720,nadia _ omar,5,0,nadia_omar,0.446
80721,بارئ,7,0,bAr},0.733
80722,الجهاز _ المركزي,0,7,AljhAz_Almrkzy,-3.425
80723,بنكي,5,3,bnky,-0.94
80724,مقبول _ الشلوي,5,0,mqbwl_Al$lwy,0.446
80725,ليزبين,0,16,lyzbyn,-4.178999999999999
80726,زنزانة,2,6,znzAnp,-2.193
80727,نفسيء,5,0,nfsy',0.446
80728,ولاية _ الرقه,7,0,wlAyp_Alrqh,0.733
80729,ديربي,10,12,dyrby,-1.5130000000000001
80730,عائش,230,78,EA}$,-0.273
80731,ليفربول _ ارسنال,6,0,lyfrbwl_ArsnAl,0.6
80732,counterparty,9,0,counterparty,0.9570000000000001
80733,هتكون,37,5,htkwn,0.5
80734,بالسما,7,1,bAlsmA,0.04
80735,معزة,19,1,mEzp,0.9570000000000001
80736,تفرق,23,1,tfrq,1.139
80737,مريت,37,0,mryt,2.292
80738,يسقيكك,16,0,ysqykk,1.4869999999999999
80739,الجامية,6,3,AljAmyp,-0.7859999999999999
80740,( ملف,6,0,(mlf,0.6
80741,شوبينق,24,0,$wbynq,1.8730000000000002
80742,ماعندك,13,7,mAEndk,-0.7859999999999999
80743,اوووووووي,9,0,Awwwwwwwy,0.9570000000000001
80744,نشيد,201,16,n$yd,1.129
80745,بيفرحوا,6,1,byfrHwA,-0.09300000000000001
80746,تراس,5,2,trAs,-0.653
80747,lbc,3,10,lbc,-2.358
80748,الاول ),7,0,AlAwl),0.733
80749,مخلوق,204,18,mxlwq,1.033
80750,خصومات,34,1,xSwmAt,1.516
80751,بالدماء 9,21,0,bAldmA'9,1.745
80752,شراعي,6,0,$rAEy,0.6
80753,قرابة,14,11,qrAbp,-1.123
80754,متيما,5,0,mtymA,0.446
80755,ياست,6,0,yAst,0.6
80756,بيحبوا,7,1,byHbwA,0.04
80757,فرحون,5,0,frHwn,0.446
80758,عرو,22,0,Erw,1.79
80759,قرم,33,0,qrm,2.18
80760,رجب,10,7,rjb,-1.0270000000000001
80761,القويعية,1,8,AlqwyEyp,-2.85
80762,طيز,35,31,Tyz,-1.228
80763,الاتش,0,5,AlAt$,-3.138
80764,amelbouchoucha,5,2,amelbouchoucha,-0.653
80765,حائط,22,8,HA}T,-0.408
80766,لوقو,7,0,lwqw,0.733
80767,مشتت,1,5,m$tt,-2.445
80768,بنوة,88,27,bnwp,-0.19
80769,قدير,87,5,qdyr,1.34
80770,سبتي,5,1,sbty,-0.247
80771,scetch,7,0,scetch,0.733
80772,كل _ شي,5,0,kl_$y,0.446
80773,تنمية _ الذات,24,0,tnmyp_Al*At,1.8730000000000002
80774,قبضة,23,8,qbDp,-0.365
80775,اخبار _ سياسية,1,15,AxbAr_syAsyp,-3.425
80776,امن,947,273,Amn,-0.105
80777,ساقي,12,0,sAqy,1.219
80778,كحل,31,1,kHl,1.4269999999999998
80779,برهمن,26,0,brhmn,1.95
80780,سراق,5,5,srAq,-1.3459999999999999
80781,لاغداء,8,0,lAgdA',0.851
80782,اداري,58,58,AdAry,-1.3459999999999999
80783,"كثيرا ,",5,1,"kvyrA,",-0.247
80784,ابن _ الهيلا,5,0,Abn_AlhylA,0.446
80785,مرسي _ رئيسي,5,3,mrsy_r}ysy,-0.94
80786,شاحن,49,11,$AHn,0.081
80787,الممحونة,1,29,AlmmHwnp,-4.053999999999999
80788,الحاد,1,15,AlHAd,-3.425
80789,air,6,1,air,-0.09300000000000001
80790,شمس _ نيوزاا,1,5,$ms_nywzAA,-2.445
80791,شحات,1,7,$HAt,-2.7319999999999998
80792,ههههههههههههههههههههههههههههه,8,9,hhhhhhhhhhhhhhhhhhhhhhhhhhhhh,-1.4509999999999998
80793,الطائف _ الان,5,0,AlTA}f_AlAn,0.446
80794,جاهز,87,16,jAhz,0.298
80795,بحرينناا,0,18,bHrynnAA,-4.29
80796,مدين,86,26,mdyn,-0.17600000000000002
80797,تمياط,12,5,tmyAT,-0.573
80798,ادريس,7,3,Adrys,-0.653
80799,مستخدم,44,16,mstxdm,-0.37200000000000005
80800,تياترو,6,6,tyAtrw,-1.3459999999999999
80801,اطنخ,7,4,ATnx,-0.8759999999999999
80802,صباحكم _ حب,5,0,SbAHkm_Hb,0.446
80803,امسي,38,7,Amsy,0.23800000000000002
80804,اخذ,1009,228,Ax*,0.138
80805,عسير,87,17,Esyr,0.24100000000000002
80806,افلحت _ الوجوه,8,0,AflHt_Alwjwh,0.851
80807,اغاني _ جديدة,8,0,AgAny_jdydp,0.851
80808,الممحونه,1,5,AlmmHwnh,-2.445
80809,هشوف,5,0,h$wf,0.446
80810,اسماعيل,36,7,AsmAEyl,0.18600000000000003
80811,ملتقي _ المصورون,10,0,mltqy_AlmSwrwn,1.052
80812,ياعزة,6,0,yAEzp,0.6
80813,محمد _ نور,7,0,mHmd_nwr,0.733
80814,عنف,98,97,Enf,-1.3359999999999999
80815,رضوي,5,0,rDwy,0.446
80816,من _ تصويري,120,5,mn_tSwyry,1.6580000000000001
80817,سطوة,9,2,sTwp,-0.142
80818,غفلة,26,17,gflp,-0.94
80819,عصبية,9,7,ESbyp,-1.123
80820,انهارده,22,5,AnhArdh,-0.002
80821,مطمئن,49,2,mTm}n,1.4669999999999999
80822,تصفية,89,20,tSfyp,0.109
80823,صوتهء,1,8,Swth',-2.85
80824,اناملا,11,0,AnAmlA,1.139
80825,استعباد,1,7,{stEbAd,-2.7319999999999998
80826,كمبيوتر,19,2,kmbywtr,0.551
80827,اغني,117,14,Agny,0.7170000000000001
80828,زيت,41,11,zyt,-0.09300000000000001
80829,مطران,7,0,mTrAn,0.733
80830,فرض,129,21,frD,0.431
80831,مضيق,29,8,mDyq,-0.142
80832,دائم,1157,99,dA}m,1.103
80833,"لكن ,",6,0,"lkn,",0.6
80834,اختبر,40,16,{xtbr,-0.466
80835,ركاء,6,0,rkA',0.6
80836,مهيب,18,1,mhyb,0.905
80837,حسبي _ الله _ ونعم _ الوكيل,2,13,Hsby_Allh_wnEm_Alwkyl,-2.886
80838,youipip,0,5,youipip,-3.138
80839,صافي,133,14,SAfy,0.8440000000000001
80840,مانشستر,67,28,mAn$str,-0.494
80841,ليوا,6,13,lywA,-2.039
80842,يسلمو,13,0,yslmw,1.2930000000000001
80843,اسكان,53,20,AskAn,-0.401
80844,حامض,5,1,HAmD,-0.247
80845,ساعة _ حوار,18,0,sAEp_HwAr,1.598
80846,رتويت _ فلو,5,0,rtwyt_flw,0.446
80847,دمام,322,45,dmAm,0.603
80848,شروق _ الشمس,8,0,$rwq_Al$ms,0.851
80849,جماعي,32,14,jmAEy,-0.557
80850,صباح _ العربية,11,2,SbAH_AlErbyp,0.04
80851,مجاش,7,0,mjA$,0.733
80852,ختم,65,11,xtm,0.359
80853,وشوشة,11,0,w$w$p,1.139
80854,تعمد,9,7,tEmd,-1.123
80855,ايل,5,14,Ayl,-2.262
80856,دمنهور,10,0,dmnhwr,1.052
80857,ههههههههههههههه,16,19,hhhhhhhhhhhhhhh,-1.508
80858,حبك _ سكنا,5,0,Hbk_sknA,0.446
80859,وقر,7,6,wqr,-1.212
80860,اخبار _ النصر,5,0,AxbAr_AlnSr,0.446
80861,حنون,188,5,Hnwn,2.104
80862,فش,8,4,f$,-0.758
80863,مزرع,59,21,mzrE,-0.34299999999999997
80864,متجر _ حياتك,19,0,mtjr_HyAtk,1.65
80865,ادار,59,29,AdAr,-0.653
80866,مقهور,3,66,mqhwr,-4.164
80867,new _ song,6,2,new_song,-0.499
80868,معاناة,71,19,mEAnAp,-0.065
80869,نصيب,305,31,nSyb,0.912
80870,وزارة _ الاسكان,4,8,wzArp_AlAskAn,-1.9340000000000002
80871,! ! ! ! ! !,13,11,!!!!!!,-1.192
80872,مليئ,11,4,mly},-0.47
80873,camera,6,0,camera,0.6
80874,يهايط,1,7,yhAyT,-2.7319999999999998
80875,كتيرة,9,2,ktyrp,-0.142
80876,نهش,6,11,nh$,-1.885
80877,استحقر,5,4,{stHqr,-1.1640000000000001
80878,عائلي,17,7,EA}ly,-0.535
80879,خريجي _ التقنية _ الحيوية,0,5,xryjy_Altqnyp_AlHywyp,-3.138
80880,روحو,8,3,rwHw,-0.535
80881,ورقي,38,0,wrqy,2.318
80882,احال,12,17,AHAl,-1.671
80883,غدر,104,58,gdr,-0.77
80884,رمق,7,0,rmq,0.733
80885,رخم,10,19,rxm,-1.944
80886,مصارحة,6,5,mSArHp,-1.192
80887,رقابي,0,6,rqAby,-3.292
80888,استجاب,59,9,{stjAb,0.446
80889,provide,3,6,provide,-1.906
80890,القابون,5,0,AlqAbwn,0.446
80891,اانه,6,0,AAnh,0.6
80892,فار,48,37,fAr,-1.092
80893,غاندي,5,2,gAndy,-0.653
80894,got,20,4,got,0.08900000000000001
80895,شتيم,1,16,$tym,-3.486
80896,نادرة,84,1,nAdrp,2.404
80897,وشتريته,7,0,w$tryth,0.733
80898,قصاص,45,27,qSAS,-0.85
80899,مشنوق,1,7,m$nwq,-2.7319999999999998
80900,اعان,27,14,AEAn,-0.722
80901,anime _ draw,5,0,anime_draw,0.446
80902,اقنط,13,0,AqnT,1.2930000000000001
80903,( اذ,14,0,(A*,1.3619999999999999
80904,شبح,22,15,$bH,-0.983
80905,abdu,5,4,abdu,-1.1640000000000001
80906,غربة,97,20,grbp,0.19399999999999998
80907,kenzamorsli,57,7,kenzamorsli,0.635
80908,مشعل,64,11,m$El,0.344
80909,معرص,4,6,mErS,-1.682
80910,مافيه,144,37,mAfyh,-0.006999999999999999
80911,عباس _ صالح,28,0,EbAs_SAlH,2.021
80912,شمات,9,2,$mAt,-0.142
80913,واغل,15,0,wAgl,1.4269999999999998
80914,فيتون,11,0,fytwn,1.139
80915,صعيدي,9,6,SEydy,-0.9890000000000001
80916,قصايد,360,10,qSAyd,2.145
80917,طلعة,102,12,TlEp,0.7240000000000001
80918,ياتري ?,0,6,yAtry?,-3.292
80919,غزير,21,3,gzyr,0.359
80920,dhabi,6,2,dhabi,-0.499
80921,قطر,1312,96,qTr,1.2590000000000001
80922,احمد _ حلمي,6,1,AHmd_Hlmy,-0.09300000000000001
80923,بقر,34,25,bqr,-1.0490000000000002
80924,وثر,5,2,wvr,-0.653
80925,مليء,153,21,mly',0.6
80926,جهم,12,1,jhm,0.526
80927,elwatansport,34,0,elwatansport,2.209
80928,مستسلم,6,2,mstslm,-0.499
80929,فقي,17,1,fqy,0.851
80930,d :,17,8,d:,-0.653
80931,ومافيه,6,3,wmAfyh,-0.7859999999999999
80932,سفه,15,10,sfh,-0.971
80933,استلم,25,21,{stlm,-1.179
80934,اباع,23,10,AbAE,-0.5660000000000001
80935,وابل,13,2,wAbl,0.19399999999999998
80936,محزم,8,0,mHzm,0.851
80937,قاوم,43,11,qAwm,-0.047
80938,? ? ? ? ? ?,7,3,??????,-0.653
80939,ذات,710,75,*At,0.89
80940,وعر,61,0,wEr,2.781
80941,العدل ),6,0,AlEdl),0.6
80942,نزاهة,13,206,nzAhp,-4.04
80943,امسية,16,3,Amsyp,0.10099999999999999
80944,ينيج,5,0,ynyj,0.446
80945,مامن,33,9,mAmn,-0.122
